"source","caracteristiques","date_publication","date_scraping","description","id_unique","image_url","meuble","nb_chambres","nb_images","nb_pieces_total","nb_salons","nb_sdb","nb_vues","page","point_repere","prix","quartier","surface_m2","titre","type_annonce","type_bien","vendeur","ville"
"voursa.com","Titre foncier | 3 balcon(s) | Taille rue: 20.00 | Proche de: البياه | Caméra de sécurité | Meublé | Garage","2025-11-05","","هاذي فيلا ارضي زينه حته وفيه فرصة اليوم","","","","5.0","","","3.0","","","","","360000","Tevragh Zeina","300.0","دار للبيع في تفرغ زينه  قرب سيفارة المغرب","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: 20.00 | Proche de: H اسويت","2026-02-03","","السلام عليكم هذ 250م# فرصة من h لاول محوط مبيوع ب 20مليون للإستفسار اكثر توصلوا على الرقم التالي 49546950","","","","","","","","","","","","2000000","Tevragh Zeina","250.0","250م# محوط من h اسويت للبيع ","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: كرفور لكبيد","2025-11-02","","عقار للبيـــــــــــــــــــــع مؤجر  فيه عيادة طبية كد كرفور لكبيد 
فاتح اعل كدروه الأمل
 
دخلو حالا 600.000 قديمة/ شهر  _/_ 7.200.000 / سنة
المساحة : 180م²
الأوراق : تيتر فونسيي 

اب 75 مليون قديمة 

41545765","","","","","","","","","","","","7500000","Arafat","180.0","عقار للبيع مؤجر فيه عيادة طبية احذ كرفور لكبيد","Vente","Local commercial/industriel","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: قدروه السنوار ","2025-08-12","","نمرو للبيـــــــــع في تفرغ زينة سكتير 4
المساحة: 600 م² شارع 20
السعر : 55 مليون 
واتساب 22608090 فقط للجدين 
","","","","","","","","","","","","5500000","Tevragh Zeina","600.0","نمرو للبيـــــــــع في سكتير 4","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: سكتير 5","2025-06-28","","السلام عليكم هذ 200م# فسكتير 5 ايللصتها زينه اكريب من كدروه مبيوع ب 25مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","","","","","","","","","","","","2500000","Tevragh Zeina","200.0","200م# فسكتير 5 للبيع ","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: سكتير 6","2025-12-12","","136 من سكتير6 ب 40","","","","","","","","","","","","4000000","Tevragh Zeina","600.0","نيمرو من سكتير 6","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: امسيد اهل انويكظ","2025-09-15","","فرصة نيمرو فدبي توجنين يندخلو من عند امسيد اهل انويكظ مع ذاك كدروه ","","","","","","","","","","","","140000","Toujounine","120.0","نيمرو فدبي توجنين","Location","Terrain","","Nouakchott"
"voursa.com","2 balcon(s) | Taille rue: 40.00 | Proche de: سانتر متير | Garage","2025-06-19","","سلام عليكم عندن ذيك دبليكس بريمر شو عند سانتر متير ","","","","8.0","","","4.0","","","","","9500000","Tevragh Zeina","300.0","سلام عليكم عندن ذي دبليكس بريمر شو حذ سانتر متير ","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","1 balcon(s) | Taille rue: 8.00 | Proche de: كدالبرار","2025-07-20","","سلام عليكم
عندن ذيك دار للبيع عند كارفور الأبرار اجديدة مفات اندخلت 
فيه أربع ابيوت أو جلسة او مرافق أو التهوية
فاتح اعل شارع 8م٢
المساحه 216م٢
السعر: 18 مليون قابلة للنقاش
حد مهتم يتواصل امعانا
واتساب 27273277
حد عندو عقارات للبيع يطلعلي وشكرا","","","","4.0","","","2.0","","","","","1800000","Arafat","216.0","دار اللبيع كد البرار","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","1 balcon(s) | Taille rue: 20.00 | Proche de: دبو مهدي","2025-06-19","","حد يدور يتلفنل اعل واتساب 26678975 تصال طبيعي 36147216 سعر 17مليون","","","","4.0","","","1.0","","","","","1700000","Arafat","150.0","دار اجديد فلوجه فاتح فبرك","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: نمروللبيـــــــــــــــــــــع أفي المطار القديم إبلوك 25","2025-12-04","","نيمرو للبيع في المطار القديم 
مساحته 207 متر مربع 
فاتح على شارع 35 
وفي الكرن على شارع 12 
ب 12 و500 الف حد مهتم يتواصل معاي 27273277","","","","","","","","","","","","1250000","Dar Naim","207.0","نمروللبيـــــــــــــــــــــع أفي المطار القديم إبلوك 25","Vente","Terrain","","Nouakchott"
"voursa.com","1 balcon(s) | type de location: Location au mois | Taille rue: 12.00 | Proche de: المدرسة الصفراء H8","2025-05-30","","ابرتماه لايجار مافات اندخل مزال اجديد و درجة اولى  يندخل من عند كدروه السنوار كايس المدرسة الضفراء H8","","","","3.0","","","2.0","","","","","12000","Teyarett","12.0","ابرتماه اجديد مافات اندخل","Location","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: 12.00 | Proche de: H8","2025-12-17","","فرصة مميزة في تيارت – Liaison H8 Socogim DB
قطعة أرض جاهزة للبناء
📐 المساحة: 302.64 م² (15×20)
📍 الموقع: مرتفع (+4.39م)
📄 الأوراق: ....

📞 للجادين فقط – فرصة ما تتعاود



‏مراسلة  عبر واتساب. https://wa.me/22243414552
","","","","","","","","","","","","2400000","Teyarett","300.0","نيمرو للبيع","Vente","Terrain","","Nouakchott"
"voursa.com","Titre foncier | 1 balcon(s) | Taille rue: 20.00 | Proche de: الفوز البوادي  | Garage","2025-11-10","","ديبلكس طراز راقي في الفوز الصحراوي المساحة 200م٢ الشارع 20م بينو نيمرو واحد مع كدروه إجديد ","","","","6.0","","","4.0","","","","","7300000","Teyarett","200.0","ديبلكس طراز راقي في الفوز الصحراوي ","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: اباتيك","2025-07-19","","اباتيك دخلهم 100كل اشهر ملاهم بايع","","","","","","","","","","","","900000","Dar Naim","150.0","أباتيك اعل كدروه عزيز","Vente","Entrepôt","","Nouakchott"
"voursa.com","Titre foncier | 2 balcon(s) | Taille rue: 25.00 | Proche de: سكتير 5","2025-08-09","","حد دوره تلفنل اعل واتساب 26678975
ول تلفنل اعل 36147216 سعر 78مليون ","","","","7.0","","","3.0","","","","","7800000","Tevragh Zeina","600.0","شانتي فسكتير 5 تفرغ زين","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Titre foncier | type de propriété: Appartement | 3 balcon(s) | Taille rue: 20.00 | Proche de: البات | Caméra de sécurité | Meublé | Garage","2026-01-29","","هاذو البر تماها زينين حته وفيهم فرصة اليوم ","","","","3.0","","","3.0","","","","","1250000","Tevragh Zeina","600.0","البر تماهاة 4للبيع أجداد مافات اند اخلو كل واحد مستقل","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","type de propriété: Villa | 2 balcon(s) | Taille rue: N/A | Proche de: مجمع الرحمة","2025-12-20","","ماه بعيد من مرصت سييدي وفاتح في برك بين كدروهات 
ملاحظة للراغبين في شراء أو إيجار او بيع دار أو نيمرو ماعليكم سوى التواصل معنا والله المستعان","","","","4.0","","","2.0","","","","","850000","Teyarett","150.0","دار فبريمير فوكها ستديو قرب مجمع الرحمة ","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: كدرو البرص","2025-11-03","","نيمرو في المطار القديم ","","","","","","","","","","","","2500000","Toujounine","400.0","نيمرو تواطو تستر فونسي","Vente","Terrain","","Nouakchott"
"voursa.com","Titre foncier | 1 balcon(s) | Taille rue: 12.00 | Proche de: دار للبيــــــــــــــــــــــع فلمطار القديم      | Caméra de sécurité | Garage","2025-12-02",""," فرصة دار للبيــــــــــــــــــــــع فلمطار القديم  
المساحه 200m²
فيه صلوه وبيتين وجلسه وكراج وتهويه 
واتساب36368684 ","","","","3.0","","","3.0","","","","","3800000","Dar Naim","200.0","دار للبيع فالمطار القديم ","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: مجمع الأمانة ","2025-12-24","","فرصة نيمرو أف لكصر فاتح أعل أبارك وفي الكرن ومساحة أكبيره 240م٢ ومبيوع ألا ب 12 مليون
واتواقطو تامين عندو ابرمه وكتانص 
:للإتصال أو الواتساب
36417043","","","","","","","","","","","","1200000","Ksar","240.0","فرصة نيمرو أف لكصر فاتح أعل أبارك وفي الكرن ومساحة أكبيره 240م٢ ","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: قرب شركة المياه","2025-10-21","","فرصة نيمر للبيع ف اف نور موقع ممتاز ","","","","","","","","","","","","5400000","Tevragh Zeina","600.0","فرصة نيمر للبيع ف اف نور موقع ممتاز","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: كدروه انواذيبو ","2025-07-18","","عندن نيمرو فيه سكن  للبيـــــــــــــــــــــع في اغنودرت  مساحتو  300 م²  فاتح اعل شارع 10م  مبيوع اليوم بي 12 مليون
للإستفسار أكثر واتساب 22608090 فقط للجدين ","","","","","","","","","","","","1200000","Tevragh Zeina","300.0","قطعة أرضية للبيـــــــــــــــع  في اغنودرت  (تفرغزينة)","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: سكتير 4","2025-05-23","","السلام عليكم هذ 500م# فكرن من سكتير 4 رقمها 272 مبيوع ب 52مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","","","","","","","","","","","","5200000","Tevragh Zeina","500.0","نيمرو رقم 272 من 4 مبيوع منو 500م# ف الكرن  ","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: المطار","2025-11-12","","نيمرو فبلوك 64
المساحة : 400 
الأوراق تيتر فونصي 
السعر : 14 مليون","","","","","","","","","","","","1400000","Dar Naim","400.0","نيمرو فالمطار القديم","Vente","Terrain","","Nouakchott"
"voursa.com","1 balcon(s) | Taille rue: 10.00 | Proche de: شارع مختار ","2025-04-17","","واتساب 26678975 للاتصال 36147216
السعر 6ملايين و800 ومكروي ومنقوش 

","","","","3.0","","","2.0","","","","","680000","Riyadh","150.0","دار فترحيل شارع مختار شارع 10 وفاتح فبرك","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: المطار القديم","2025-08-27","","رقم 108من سكتير 3
الثمن 40مليون.","","","","","","","","","","","","4000000","Dar Naim","600.0","نيمرو من سكتير 3 بلوكات","Vente","Terrain","","Nouakchott"
"voursa.com","Titre foncier | type de location: Location au mois | 1 balcon(s) | Taille rue: 20.00 | Proche de: صحراوي | Garage","2025-12-09","","فرصة ديبلكس لاجار في صحراوي موقع جيد بريمير شوا","","","","5.0","","","4.0","","","","","40000","Tevragh Zeina","230.0","ديبلكس لاجار في صحراوي موقع جيد ","Location","Appartement/Maison","","Nouakchott"
"voursa.com","Titre foncier | Taille rue: 25.00 | Proche de: الأساتذة ","2026-01-30","","نيمرو أفكرن من الأساتذة إعلى شارع 25م المساحة 600م٢ بينو واحد مع شارع 30م فاصل بين الأساتذة والقضاة ","","","","","","","","","","","","5100000","Tevragh Zeina","600.0","نيمرو أفكرن من الأساتذة إعلى شارع 25م","Vente","Terrain","","Nouakchott"
"voursa.com","Titre foncier | Taille rue: 12.00 | Proche de: إدارة المعادن ","2026-02-11","","السلام عليكم 
رقم 66و 67 من بلوك 21 المطار القديم كلهم فكرن 
المساحه 800م٢ 
الثمن الواحد 36 مليون 
الواتساب 30434834","","","","","","","","","","","","3600000","Dar Naim","800.0","رقم 66 و 67 من بلوك 21 المطار القديم ","Vente","Terrain","","Nouakchott"
"voursa.com","Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: شارع صوملك | Garage","2025-09-21","","دار فالفلوجة احذ شارع صوملك و رامبلت اهل الصيام اعل شارع اكبير","","","","3.0","","","2.0","","","","","2200000","Arafat","180.0","دار فالفلوجة للبيع ","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: كدروه اوكار ","2025-07-25","","رقم 952 من سكوجيم M اسكان 
 المساحة  300م² افكرن
 السعر 23 مليون 
واتساب 22608090 فقط للجدين ","","","","","","","","","","","","2300000","Tevragh Zeina","300.0","نمرو للبيع في إسكان تفرغ زينة ","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: سكتير 4","2025-05-08","","1648 ب 52 اعل شارع 20 من سكتير 4","","","","","","","","","","","","5200000","Tevragh Zeina","600.0","نيمرو فسكتير 4","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: سكتير 6 ","2025-11-19","","السلام عليكم هذ 375م# من سكتير 6 مبيوع ب 39مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","","","","","","","","","","","","3900000","Tevragh Zeina","375.0","375م فكرن من سكتير 6 البيبه ","Vente","Terrain","","Nouakchott"
"voursa.com","type de location: Location au mois | 1 balcon(s) | Taille rue: 30.00 | Proche de: عباد الرحمن 1 | Garage","2025-10-27","","فيلا ارضية لايجار اعل شارع اكبير اكريب من عباد الرحمن 1 تتكون من 3 غرف و جلسة و كراج و مرافق تؤجر ب 140 الف مقدم 3 اشهر شهر منهم ضمان","","","","3.0","","","2.0","","","","","14000","Teyarett","180.0","فيلا أرضية لايجار اعل شارع اكبير","Location","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: طب القلب ","2025-10-28","","837 من بلوكات سكتير 1 ب 27 مليون","","","","","","","","","","","","2700000","Tevragh Zeina","700.0","نيمرو من بلوكات سكتير 1 ","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: كدروه سنوار","2026-02-09","","شارعه كبير وموقعه ممتاز تبارك الله 
ملاحظة للراغبين في شراء أو بيع دار أو نيمرو ماعليكم سوى التواصل معنا والله المستعان","","","","","","","","","","","","2500000","Tevragh Zeina","200.0","200م² ممتازة فسكتير4 تفرغ زينة نظيفة","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: بلوكات","2025-08-14","","*80 من بلوكات سكتير 3 مساحتو  700 م² مبيوع ب 26 مليون*","","","","","","","","","","","","2600000","Tevragh Zeina","700.0","نيمرو من سكتير 3 بلوكات","Vente","Terrain","","Nouakchott"
"voursa.com","type de propriété: Duplex | 1 balcon(s) | Taille rue: 20.00 | Proche de: داماك العقارية  | Caméra de sécurité","2025-12-11","","   ديبلكس للبيع المنطقة افنور سكتير 4 تفرغ زينة المساحة الإجمالية 300م٣
شارع اكبير ","","","","4.0","","","2.0","","","","","9000000","Tevragh Zeina","300.0","ديبلكس للبيع المنطقة افنور سكتير 4 تفرغ زينة ","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Titre foncier | type de location: Location au mois | 1 balcon(s) | Taille rue: 15.00 | Proche de: Etakil kher 2","2025-05-07","","غرفتين نوم وصالة جلوس جراج","","","","4.0","","","3.0","","","","","17000","Tevragh Zeina","200.0","شقة تراب ديدي سانتار إميتاير للإيجار","Location","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: كرفور بلال","2025-11-13","","600m²
اعل كدروه لكبيد
ماه ابعيد من كرفور بلال ","","","","","","","","","","","","6500000","Dar Naim","600.0","نيمرو","Vente","Local commercial/industriel","","Nouakchott"
"voursa.com","Titre foncier | type de propriété: Autre | 1 balcon(s) | Taille rue: 12.00 | Proche de: بقالة الوفاء","2025-12-19","","
🏡 دار زينة تبارك الله للبيع
📍 الموقع: دون بقالة الوفاء، بين كدروه والطينطان
🛣️ فاتحة على شارع 12
📏 تبعد نيمرو واحد فقط عن كدروه الطينطان

🔹 تتكون من:

4 بيوت

جلسة مريحة


💰 السعر: 26 مليون فقط



‏مراسلة خلطاتي عبر واتساب. https://wa.me/22248048395","","","","4.0","","","1.0","","","","","2600000","Teyarett","180.0","منزل للبيع","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Titre foncier | 1 balcon(s) | Taille rue: 30.00 | Proche de: طريك انواذيب ","2025-09-22","","سعر 35 مليون  حد شاري تلفنل 26678975.36147216","","","","5.0","","","1.0","","","","","3500000","Tevragh Zeina","300.0","ديبلكس فغنودرت طريك انواذيب ","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: H3","2025-08-04","","رقم 959 من H3 مساحة 216م² افكرن مبيوع ب 17","","","","","","","","","","","","1700000","Tevragh Zeina","216.0","نيمرو من H3","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: كمال","2025-07-18","","حد دوره تلفنل اعل واتساب 26678975 ول تلفون 36147216","","","","","","","","","","","","3000000","Tevragh Zeina","250.0","250 فسكتير 6 كريب من كمال","Vente","Terrain","","Nouakchott"
"voursa.com","Titre foncier | 1 balcon(s) | Taille rue: 8.00 | Proche de: كدروه الداية 11 | Garage","2025-12-03","","دار فعرفات اكريب من كدروه الداية 11الدخلاني فيه بيتين و هول و بوتيك ","","","","2.0","","","2.0","","","","","600000","Arafat","120.0","دار فعرفات كدروه الداية 11","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: الرايع والعشرين ","2025-06-30","","السلام علييكم هذ دار واربع ابرتماهات بالقرب من. الرابع والعشرين بينهم امع كدروه للامل نيمروين مدخلين 227الف شهريا مساحتهم 180م# مبيوعين ب 25مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","","","","","","","","","","","","2500000","Tevragh Zeina","180.0","دار  وأربع ابرتماهات بالقرب من الرابع والعشرين للبيع ","Vente","Autre","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: سفارة اليابان","2025-08-24","","قطعة ارض للبيع وراء وزارة الخارجية بالقرب من سفارة اليابان المساحة 700 متر مربع البيع فقط للمشتري بدون وسطاء ","","","","","","","","","","","","4000000","Tevragh Zeina","700.0","قطعة ارض للبيع وراء وزارة الخارجية","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: طب القلب ","2025-04-02","","نيمرو من بلوكات سكتير 1 مبيوع ب 25 مليون ","","","","","","","","","","","","2500000","Tevragh Zeina","700.0","بلوكات سكتير 1","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: 20.00 | Proche de: سكتير 5","2025-12-15","","السلام عليكم هذ نص نيمرو من سكتير 5 عكس الكرن مساحة 440م# مبيوع ب 50مليون للإستفسار اكثر اتصلوا على الرقم التالى 49546950","","","","","","","","","","","","5000000","Tevragh Zeina","440.0","نص عكس الكرن من سكتير 5 للبيع ","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: إسكان","2025-04-14","","*271 من تراب الاسكان( سكوجيم ام )  ب  19 مليون*
الواتساب : 33887733","","","","","","","","","","","","1900000","Tevragh Zeina","300.0","نيمرو فإسكان","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: النجاح 2 ","2025-03-26","","نيمروين من نجاح 2 
مساحتهم 110



‏مراسلة  عبر واتساب. https://wa.me/22243414552","","","","","","","","","","","","1200000","Tevragh Zeina","1100.0","نيمروين للبيع ","Vente","Terrain","","Nouakchott"
"voursa.com","type de propriété: Villa | 4 balcon(s) | Taille rue: 30.00 | Proche de: تفرق زينه | Garage","2026-01-24","","🏡 فيلا كبيرة فخمة – للبيع أو للإيجار 📍 موقع ممتاز داخل المدينة
✨ تشطيب راقي ومساحة واسعة
🛏️ غرف متعددة + صالونات كبيرة
🌿 حوش واسع + تهوية ممتازة
مناسبة للعائلات الكبيرة أو الشركات أو السفارات
📞 التواصل للجادين فقط
📌 التفاصيل بعد الاتصال / المعاينة

‎48 04 83 95","","","","4.0","","","5.0","","","","","3000000","Tevragh Zeina","1000.0","فيلا للبيع والإيجار","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: 20.00 | Proche de: سكتير 5","2025-12-29","","السلام عليكم هذ 250م# من سكتبىر 5 متوالي الصحراوي بينها نيمروين امع كمال مبيوع ب 34مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","","","","","","","","","","","","3400000","Tevragh Zeina","250.0","250م من سكتير 5 متوالي الصحراوي للبيع ","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: شارع ددو","2025-11-05","","فرصة متين متر مربع ف سانتر متير فاتح فشارع كبير ","","","","","","","","","","","","3000000","Tevragh Zeina","200.0","فرصة متين من تراب سانتر متير فاتح شارع ددو","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: كدروه سنوار","2025-12-26","","شارع كبير وزين والموقع ممتاز ماشاءالله 
ملاحظة للراغبين في شراء او إيجار أو بيع دار او نيمرو ماعليكم سوى التواصل معنا والله المستعان","","","","","","","","","","","","1800000","Teyarett","216.0","نيمرو شارع زين ممتاز فصكوك كريب من كدروه","Vente","Terrain","","Nouakchott"
"voursa.com","Titre foncier | type de propriété: Appartement | 1 balcon(s) | Taille rue: 20.00 | Proche de: أتاك الخير ","2025-12-21","","فرصة. شقق للبيع ف صحراوي بينهم دار وحد مع كدروه فرصة ماهم وعرين","","","","3.0","","","1.0","","","","","8000000","Tevragh Zeina","230.0","فرصة شقق للبيع ف صحراوي دخلهم 500","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: الجامعة","2026-01-20","","الموقع راكب ممتاز وكريب من كدروه 
ملاحظة للراغبين في شراء أو إيجار أو بيع دار أو نيمرو ماعليكم سوى التواصل معنا والله المستعان ","","","","","","","","","","","","2000000","Tevragh Zeina","200.0","200م² ممتازة فسكتير2 قرب الجامعة موقعها نظيف","Vente","Terrain","","Nouakchott"
"voursa.com","Titre foncier | type de propriété: Appartement | Taille rue: 25.00 | Proche de: بوحديد الربينه 3","2025-12-29","","سوق مدخل 130الف سعر 15 مليون 
حد شاري ول عندو طلب تلفنل 26678975","","","","4.0","","","1.0","","","","","1500000","Toujounine","180.0","سوق فريبه 3 بوحديد","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: سكتير 3 بلوكات ","2025-04-15","","*126 من بلوكات سكتير 3 مساحتو  600 م² ب 21*","","","","","","","","","","","","2100000","Tevragh Zeina","600.0","سكتير 3 بلوكات ","Vente","Terrain","","Nouakchott"
"voursa.com","3 balcon(s) | Taille rue: 20.00 | Proche de: البياه | Caméra de sécurité | Meublé | Garage","2025-12-04","","هاذي السمع زينه حته وفيه فرصة اليوم نظيفه","","","","8.0","","","5.0","","","","","6500000","Ksar","400.0","سمع للبيع في لكصر قرب المسجد الأخضر شاركبير وكرن","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: أتاك الخير 2","2025-09-02","","نيمرو أفكرن من سكتير 6 صاد إعلى موديل L شارع 20م٢ مساحة 400م٢ ","","","","","","","","","","","","4700000","Tevragh Zeina","400.0","نيمرو أفكرن من سكتير 6 صاد إعلى موديل L","Vente","Terrain","","Nouakchott"
"voursa.com","Titre foncier | type de propriété: Appartement | 1 balcon(s) | Taille rue: 15.00 | Proche de: هاش 8","2026-02-26","","سعر  65 مليون  دخلهم 400ول 500  
حد ادورهم تلفنل اعل واتساب وتوف 26678975","","","","4.0","","","1.0","","","","","6500000","Teyarett","216.0","ابرتمهات فهاش 8","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: سكتير 5","2025-05-21","","السلام عليكم هذ نص نيمرو مساحة 300م# من سكتير 5  رقم 1026 مبيوع ب 28مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","","","","","","","","","","","","2800000","Tevragh Zeina","300.0","نص نيمرو من سكتير 5 رقم 1026 للبيع ","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: اسكان","2025-08-17","","*855 من الإسكان  مبيوع ب 28,5 مليون*","","","","","","","","","","","","2850000","Tevragh Zeina","385.0","نيمرو من اسكان","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: مدال m اسويت","2025-05-23","","السلام عليكم هذ 300م# من مدال m اسويت رقم نيمرو 151  فاتح اعلي مدال m لاول مبيوع ب  17مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","","","","","","","","","","","","1700000","Tevragh Zeina","300.0","300م# من مدال m اسويت فاتح اعلي مدلل m لاول للبيع ","Vente","Terrain","","Nouakchott"
"voursa.com","type de location: Location au mois | 19 balcon(s) | Taille rue: N/A | Proche de: كارفور القدس كدروه انواذيب  | Garage","2025-10-13","","ابارتماه حديث مستقل فيه 3غرف و جلسة و كراج موقع ممتاز لسكن المريح قرب كارفور القدس ","","","","3.0","","","1.0","","","","","16000","Tevragh Zeina","150.0","ابارتماه 160الف مستقل قرب سفارة الأمريكية ","Location","Appartement/Maison","","Nouakchott"
"voursa.com","Titre foncier | 1 balcon(s) | Taille rue: 20.00 | Proche de: كراج الدولة | Garage","2025-11-14","","دار فكرفور احذ كراج الدولة منقوشة و مكروية وتكفاله زين ","","","","5.0","","","2.0","","","","","1400000","Arafat","180.0","دار فكرفور اعل شارع اكبير ","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","type de location: Location au mois | type de propriété: Appartement | Taille rue: N/A | Proche de: أبارك سوكوجيم عين الطح ","2026-01-19","","أبرتماه للإيجار أف سوكوجيم عين الطح ألا ب 70 ألف أفانص أشهر واحد 
فيه صالون أصغير وبيت أركاد وفراند وبالكون وكوزين ودوش
للإتصال أو الواتساب 
36417043","","","","2.0","","","1.0","","","","","7000","Teyarett","120.0","أبرتماه للإيجار أف سوكوجيم عين الطح ألا ب 70 ألف أفانص أشهر واحد","Location","Appartement/Maison","","Nouakchott"
"voursa.com","type de propriété: Appartement | Taille rue: 10.00 | Proche de: 6 ème robinet ","2026-02-16","","Maison a vendre Ndb","","","","5.0","","","1.0","","","","","1300000","Nouadhibou","180.0","دار للبيع في نواذيبو","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: جامبور ","2025-07-14","","فرصة 300م من سكتير 2 قرب جامبور ب 32 مليون","","","","","","","","","","","","3200000","Tevragh Zeina","300.0","فرصة 300م من سكتير 2 قرب جامبور إعلى شارع 15م","Vente","Terrain","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: 150م من سكتير 2 بلوكات","2025-11-20","","150م من سكتير 2 بلوكات بلده ابيظ
كريب من كدروه
لمساحة 150م
تالي فيه 12مليون و 600
حد مهتم بيه امعان 22576577","","","","","","","","","","","","1260000","Tevragh Zeina","150.0","150 من سكتير 2 بلوكات ","Vente","Terrain","","Nouakchott"
"voursa.com","2 balcon(s) | Taille rue: 20.00 | Proche de: ستاصيوه ريم ","2025-04-24","","#للبيــــــــــــــــــــــع
فرصة إستثماريه 2 ديبلكس  فصحراوي  كريب 
من ستاصيوه ريم ريم 
دبلكسات نظيفات وبنياهم عصري. كلهم مساحته 220 
هاذ ديبلكسات أمبيع هوم ثنتين ب 110 
حد مهتم بيهم يتواصل معان 
#للتواصل

‏مراسلة  عبر واتساب. https://wa.me/22243414552","","","","4.0","","","2.0","","","","","11000000","Tevragh Zeina","220.0","ديبلكسين للبيع ","Vente","Appartement/Maison","","Nouakchott"
"voursa.com","Taille rue: N/A | Proche de: سكتير 5","2025-08-04","","*26 من سكتير 5 فيه شانتية  300 م² ب 55 مليون*","","","","","","","","","","","","5500000","Tevragh Zeina","300.0","نص نيمرو فسكتير 5 فيه شانتيي","Vente","Terrain","","Nouakchott"
"voursa.com","Titre foncier | Taille rue: 20.00 | Proche de: سكتير 5","2026-02-05","","فرصة نص نيمر ف سكتير 5 اكريب من كدروه موقع جيد ","","","","","","","","","","","","3800000","Tevragh Zeina","300.0","فرصة نص نيمر للبيع 300 ف سيكتير 5 اكريب من كدروه","Vente","Terrain","","Nouakchott"
