source,url,titre,prix,type_bien,quartier,surface_m2,point_repere,vendeur,date_publication,nb_images,image_url,date_scraping,ville
voursa.com,https://voursa.com/FR/categories/real_estate/ads/سمعة-للبيــــــــــــــــــــــع--8c1a,سمعة للبيــــــــــــــــــــــع,"1,300,000 MRU",Immobilier résidentiel,Arafat,Non spécifié,Non spécifié,"سمعة للبيــــــــــــــــــــــع 1,300,000 MRU Immobilier résidentiel il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769885064146_1000216431.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نص-نيمرو-من-الفوز--b06e,نص نيمرو من الفوز,"2,050,000 MRU",Terrain,Teyarett,Non spécifié,Non spécifié,"نص نيمرو من الفوز 2,050,000 MRU Terrain il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769885188809_b92285f8-e670-471d-b76b-2038932f543b.jpeg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/دار-فانواذيبو-اعل-كدروه-سوكوجيم-30b7,دار فانواذيبو اعل كدروه سوكوجيم,"4,500,000 MRU",Immobilier commercial et industriel,Non spécifié,Non spécifié,Non spécifié,Non spécifié,2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769895338647_1000894004.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فالمطار-بلوك-60-فيه-عنار--61f7,نيمرو فالمطار بلوك 60 فيه عنگار,"1,950,000 MRU",Terrain,Dar Naim,Non spécifié,Non spécifié,"نيمرو فالمطار بلوك 60 فيه عنگار 1,950,000 MRU Terrain il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769905713989_1000817116.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-من-سكتير-5-ميت-للبيع--166c,نيمرو من سكتير 5 ميت للبيع,"7,000,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نيمرو من سكتير 5 ميت للبيع 7,000,000 MRU Terrain il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769907776586_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A2%25D9%25A0%25D9%25A1_%25D9%25A1%25D9%25A2%25D9%25A5%25D9%25A9%25D9%25A0%25D9%25A5_WhatsAppBusiness.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/فرصة-رهينة-الاسبقية-قطعة-ارضية-في-تفرغ-زينة-للبيع-h-suite-قرب-cinapark--69ef,"فرصة رهينة الأسبقية ، قطعة أرضية في تفرغ زينة للبيع H-suite , قرب cinapark","5,000,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"فرصة رهينة الأسبقية ، قطعة أرضية في تفرغ زينة للبيع H-suite , قرب cinapark 5,000,000 MRU Terrain il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769909277608_IMG_0454.jpeg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/ديبلكس-في-صكوك-د-شهرزاد-f43c,ديبلكس في صكوك گد شهرزاد,"17,000 MRU",Autre,Teyarett,Non spécifié,Non spécifié,"ديبلكس في صكوك گد شهرزاد 17,000 MRU Autre il y a 4 semaines •",2026-01-30,3,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769915747997_1001419582.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/150م-من-سكتير2-نظيفة-قرب-الجامعة--9367,150م² من سكتير2 نظيفة قرب الجامعة,"1,250,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"150م² من سكتير2 نظيفة قرب الجامعة 1,250,000 MRU Terrain il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769942174365_1000959604.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-اعلي-لبست-ف-المطار-القديم-ابلوك-4-للبيع--225b,نيمرو اعلي لبست ف المطار القديم ابلوك 4 للبيع,"11,000,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نيمرو اعلي لبست ف المطار القديم ابلوك 4 للبيع 11,000,000 MRU Terrain il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769874527354_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A2%25D9%25A0%25D9%25A1_%25D9%25A0%25D9%25A3%25D9%25A4%25D9%25A4%25D9%25A0%25D9%25A6_WhatsAppBusiness.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/ديبلكس-ف-صانتر-ميتير-للبيع--af99,ديبلكس ف صانتر ميتير للبيع,"6,300,000 MRU",Immobilier résidentiel,Tevragh Zeina,Non spécifié,Non spécifié,"ديبلكس ف صانتر ميتير للبيع 6,300,000 MRU Immobilier résidentiel il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769874731129_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A2%25D9%25A0%25D9%25A1_%25D9%25A0%25D9%25A3%25D9%25A4%25D9%25A4%25D9%25A4%25D9%25A6_WhatsAppBusiness.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/فرصة-بلوك-للبيع-فاتح-عل-طريق-نواذيبو-مناسب-لمن-اراد-استثمارالتجاري-كبير--6ce8,فرصة بلوك للبيع فاتح عل طريق نواذيبو مناسب لمن أراد استثمارالتجاري كبير,"1,500,000,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"فرصة بلوك للبيع فاتح عل طريق نواذيبو مناسب لمن أراد استثمارالتجاري كبير 1,500,000,000 MRU Terrain il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769864409765_1000404342.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/400-اف-module-c--a6c6,400 اف module C,"2,500,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"400 اف module C 2,500,000 MRU Terrain il y a 4 semaines •",2026-01-30,2,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769868105571_1000402263.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/دار-فبرك-فمكيزير-3-0655,دار فبرك فمكيزير 3,"1,350,000 MRU",Immobilier résidentiel,Teyarett,Non spécifié,Non spécifié,"دار فبرك فمكيزير 3 1,350,000 MRU Immobilier résidentiel il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769862757646_1002009441.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/200m2-module-msuite-bc01,200m2 module Msuite,"1,500,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"200m2 module Msuite 1,500,000 MRU Terrain il y a 4 semaines •",2026-01-30,2,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769861583071_1000402096.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/فرصة-دار-للبيع-في-الحي-الساكن-الا-ب-8-ملايين-و-500-فاتحه-اعل-شارع10-e6ee,فرصة دار للبيع في الحي الساكن  فاتحه أعل شارع10,"850,000 MRU",Immobilier résidentiel,Teyarett,Non spécifié,Non spécifié,"فرصة دار للبيع في الحي الساكن  فاتحه أعل شارع10 850,000 MRU Immobilier résidentiel il y a 4 semaines •",2026-01-30,4,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769856955958_1000427689.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/فرصة-شقة-جديد-قرب-جامبور-لم-تسكن-من-قبل--3ddc,فرصة شقة جديد قرب جامبور لم تسكن من قبل,"18,000 MRU",Immobilier résidentiel,Tevragh Zeina,Non spécifié,Non spécifié,"فرصة شقة جديد قرب جامبور لم تسكن من قبل 18,000 MRU Immobilier résidentiel il y a 4 semaines •",2026-01-30,2,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769856868826_1000404843.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/ابرتماه-للايجار-في-الصكوك-اجديد-مافات-اندخل-الا-ب-120-الف-افانص-شهرين-بالقرب-من-شهرزاد-9b55,أبرتماه للإيجار في الصكوك أجديد مافات أندخل,"12,000 MRU",Immobilier résidentiel,Teyarett,Non spécifié,Non spécifié,"أبرتماه للإيجار في الصكوك أجديد مافات أندخل 12,000 MRU Immobilier résidentiel il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769856377507_1000406062.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/234م-ف-بوش-9-المربع-الذهبي-لبيع--29e8,234م ف بوش 9 المربع الذهبي لبيع,"2,700,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"234م ف بوش 9 المربع الذهبي لبيع 2,700,000 MRU Terrain il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769814077754_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A1%25D9%25A3%25D9%25A1_%25D9%25A1%25D9%25A0%25D9%25A5%25D9%25A7%25D9%25A5%25D9%25A7_WhatsAppBusiness.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-ف-الصحراوي-افاس-1-بين-اثنين-امع-كدروه-للبيع--ddf9,نيمرو ف الصحراوي افاس 1 بين اثنين امع كدروه للبيع,"7,000,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نيمرو ف الصحراوي افاس 1 بين اثنين امع كدروه للبيع 7,000,000 MRU Terrain il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769803631588_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A1%25D9%25A3%25D9%25A1_%25D9%25A0%25D9%25A8%25D9%25A0%25D9%25A1%25D9%25A1%25D9%25A9_Gallery.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/سكن-احذ-مفوضية-شرم-الشيخ--1bec,سكن اعل كدروه  احذ مفوضية شرم الشيخ,"1,200,000 MRU",Immobilier résidentiel,Arafat,Non spécifié,Non spécifié,"سكن اعل كدروه  احذ مفوضية شرم الشيخ 1,200,000 MRU Immobilier résidentiel il y a 4 semaines •",2026-01-30,3,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769808286245_1000887698.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/ابرتماه-في-المشروع-علي-شارع-مسيد-بداه--1e57,ابرتماه في المشروع علي شارع مسيد بداه,"8,000 MRU",Immobilier résidentiel,Teyarett,Non spécifié,Non spécifié,"ابرتماه في المشروع علي شارع مسيد بداه 8,000 MRU Immobilier résidentiel il y a 4 semaines •",2026-01-30,4,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769804488314_1000005707.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نص-فكرن-من-الاساتذة-للبيع--119f,نص فكرن من الأساتذة للبيع,"3,200,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نص فكرن من الأساتذة للبيع 3,200,000 MRU Terrain il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769799164729_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A1%25D9%25A3%25D9%25A1_%25D9%25A0%25D9%25A6%25D9%25A4%25D9%25A5%25D9%25A0%25D9%25A3_WhatsAppBusiness.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/فيلا-فخمة-بمساحة-600m2-وجميع-المواصفات-f5e8,فيلا فخمة بمساحة 600m2 وجميع المواصفات,"18,500,000 MRU",Immobilier résidentiel,Tevragh Zeina,Non spécifié,Non spécifié,"فيلا فخمة بمساحة 600m2 وجميع المواصفات 18,500,000 MRU Immobilier résidentiel il y a 4 semaines •",2026-01-30,10,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769795637958_1000401147.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نمروين-للبيـــــــــــــــــــــع-الفلوجة--329d,نمروين للبيـــــــــــــــــــــع الفلوجة,"1,100,000 MRU",Terrain,Arafat,Non spécifié,Non spécifié,"نمروين للبيـــــــــــــــــــــع الفلوجة 1,100,000 MRU Terrain il y a 4 semaines •",2026-01-30,2,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769796073054_1004118326.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/-15000mru-بيت-ركاد-بلاس-مشري-لو-شهو-و-ينباع-مزال-جديد-شكارتو-الوحيدة-تاش-في-المطلة--2496,بيتً ركاد ينباع مزال جديد,"15,000 MRU",Autre,Non spécifié,Non spécifié,Non spécifié,Non spécifié,2026-01-30,9,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769791767792_6d0fe1ca-99ae-414e-8dfe-415a4f234d78.jpeg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/سمعة-للبيـــع-فكرفور-قرب-شارع-البوليس--2ec0,سمعة للبيـــع فكرفور قرب شارع البوليس,"1,200,000 MRU",Immobilier résidentiel,Arafat,Non spécifié,Non spécifié,"سمعة للبيـــع فكرفور قرب شارع البوليس 1,200,000 MRU Immobilier résidentiel il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769795751466_1000814196.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-افكرن-من-الاساتذة-اعلى-شارع-25م-6ce0,نيمرو أفكرن من الأساتذة إعلى شارع 25م,"5,100,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نيمرو أفكرن من الأساتذة إعلى شارع 25م 5,100,000 MRU Terrain il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769786719404_1000768557.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/200م-من-مدال-ia-بالقرب-من-سكن-سفير-السعودية-للبيع-7e32,200م# من مدال IA بالقرب من سكن سفير السعودية للبيع,"1,900,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"200م# من مدال IA بالقرب من سكن سفير السعودية للبيع 1,900,000 MRU Terrain il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769792973690_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A1%25D9%25A3%25D9%25A1_%25D9%25A0%25D9%25A5%25D9%25A0%25D9%25A6%25D9%25A0%25D9%25A0_Gallery.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/رقم-1331-من-سكتير-5-تفرق-زينه--a1da,رقم 1331 من سكتير 5 تفرق زينه,"7,000,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"رقم 1331 من سكتير 5 تفرق زينه 7,000,000 MRU Terrain il y a 4 semaines •",2026-01-30,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769783304109_e761bbb6-eadb-4fc6-846d-3d34d4edd706.jpeg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/شقق-سكنية-للاجار--ce19,شقق سكنية للأجار,"38,000 MRU",Entrepôt,Tevragh Zeina,Non spécifié,Non spécifié,"شقق سكنية للأجار 38,000 MRU Entrepôt il y a 4 semaines •",2026-01-30,7,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769781981597_IMG_3841.jpeg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمروين-كران-من-h8-المرحلة-ممتازين-0480,نيمروين كران من h8 المرحلة ممتازين,"2,500,000 MRU",Terrain,Teyarett,Non spécifié,Non spécifié,"نيمروين كران من h8 المرحلة ممتازين 2,500,000 MRU Terrain il y a 1 mois •",2026-01-28,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769777199744_1000961903.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نمرو-اللبيع-افي-المطار-القديم-بلوك-63-6070,نمرو اللبيع أفي المطار القديم بلوك 63,"200,000 MRU",Terrain,Dar Naim,Non spécifié,Non spécifié,"نمرو اللبيع أفي المطار القديم بلوك 63 200,000 MRU Terrain il y a 1 mois •",2026-01-28,3,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769778394318_1000285683.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نصف-قطعة-ارض-في-سكتير-5-f-nord--d7ac,نصف قطعة أرض في سكتير 5 F Nord,"3,650,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نصف قطعة أرض في سكتير 5 F Nord 3,650,000 MRU Terrain il y a 1 mois •",2026-01-28,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769778208711_1000796765.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/شقة-للاجار-قرب-طريق-نواذيب-فاتح-عل-كدروه--439a,شقة للأجار قرب طريق نواذيب فاتح عل كدروه,"18,000 MRU",Immobilier résidentiel,Tevragh Zeina,Non spécifié,Non spécifié,"شقة للأجار قرب طريق نواذيب فاتح عل كدروه 18,000 MRU Immobilier résidentiel il y a 1 mois •",2026-01-28,3,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769856472231_1000405328.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/300م-بين-دارين-من-مدال-l-بالقرب-من-ول-الددو-للبيع--de07,300م# بين دارين من مدال L بالقرب من ول الددو للبيع,"4,300,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"300م# بين دارين من مدال L بالقرب من ول الددو للبيع 4,300,000 MRU Terrain il y a 1 mois •",2026-01-28,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769724506097_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A1%25D9%25A2%25D9%25A9_%25D9%25A2%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A2%25D9%25A3_Gallery.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-من-اغنودرت-للبيع--9e41,نيمرو من اغنودرت للبيع,"1,000,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نيمرو من اغنودرت للبيع 1,000,000 MRU Terrain il y a 1 mois •",2026-01-28,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769726210702_Screenshot_%25D9%25A2%25D9%25A0%25D9%25A2%25D9%25A6%25D9%25A0%25D9%25A1%25D9%25A2%25D9%25A9_%25D9%25A2%25D9%25A2%25D9%25A3%25D9%25A4%25D9%25A1%25D9%25A2_OneDrive.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-للبيـــــــــــــــــــــع-الفلوجة--a8c5,نيمرو للبيـــــــــــــــــــــع الفلوجة,"6,500,000 MRU",Terrain,Arafat,Non spécifié,Non spécifié,"نيمرو للبيـــــــــــــــــــــع الفلوجة 6,500,000 MRU Terrain il y a 1 mois •",2026-01-28,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769728965745_1002951981.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فالمطار-ابلوك-61-فاتح-فبرك--7abf,نيمرو فالمطار ابلوك 61 فاتح فبرك,"1,800,000 MRU",Terrain,Dar Naim,Non spécifié,Non spécifié,"نيمرو فالمطار ابلوك 61 فاتح فبرك 1,800,000 MRU Terrain il y a 1 mois •",2026-01-28,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769706258073_1000811567.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/دار-للبيع-في-انواذيبو-ربين-6--8c66,دار للبيع في انواذيبو ربين 6,"1,250,000 MRU",Immobilier résidentiel,Non spécifié,Non spécifié,Non spécifié,Non spécifié,2026-01-28,10,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769718748358_IMG_6291.jpeg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/البر-تماهاة-4للبيع-اجداد-مافات-اند-اخلو-كل-واحد-مستقل-b1d6,البر تماهاة 4للبيع أجداد مافات اند اخلو كل واحد مستقل,"1,250,000 MRU",Immobilier résidentiel,Tevragh Zeina,Non spécifié,Non spécifié,"البر تماهاة 4للبيع أجداد مافات اند اخلو كل واحد مستقل 1,250,000 MRU Immobilier résidentiel il y a 1 mois •",2026-01-28,6,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769705526145_1000351378.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/فيلا-للبيع--6d9f,فيلا للبيع,"35,000,000 MRU",Immobilier résidentiel,Tevragh Zeina,Non spécifié,Non spécifié,"فيلا للبيع 35,000,000 MRU Immobilier résidentiel il y a 1 mois •",2026-01-28,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769710233787_1000516154.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/مكزيناة-والبر-تماهاة-للبيع-في-السوق-قرب-شنقيط-البلاص-8f6f,مكزيناة والبر تماهاة للبيع في السوق   قرب شنقيط البلاص,"4,500,000 MRU",Immobilier commercial et industriel,Non spécifié,Non spécifié,Non spécifié,Non spécifié,2026-01-28,2,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769703713942_1000352745.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-للبيع-فنواذيب-914a,نيمرو للبيع فنواذيب,"700,000 MRU",Terrain,Non spécifié,Non spécifié,Non spécifié,Non spécifié,2026-01-28,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769705166162_51943.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نيمرو-في-e-nord-احذ-مسجد-ول-محمودن--28af,نيمرو في E Nord أحذ مسجد ول محمودن,"7,100,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نيمرو في E Nord أحذ مسجد ول محمودن 7,100,000 MRU Terrain il y a 1 mois •",2026-01-28,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769701559933_1000811455.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/نمرو-فغنودرت--0485,نمرو فغنودرت,"1,200,000 MRU",Terrain,Tevragh Zeina,Non spécifié,Non spécifié,"نمرو فغنودرت 1,200,000 MRU Terrain il y a 1 mois •",2026-01-28,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769699746955_1002004546.jpg&w=3840&q=75,2026-02-27,Nouakchott
voursa.com,https://voursa.com/FR/categories/real_estate/ads/فرصة-نيمر-للبيع-ف-مديل-m-سكجيم-قرب-كدروه-اوكار-فكرن--a02b,فرصة نيمر للبيع ف مديل M سكجيم قرب كدروه اوكار فكرن,"3,300,000 MRU",Immobilier résidentiel,Tevragh Zeina,Non spécifié,Non spécifié,"فرصة نيمر للبيع ف مديل M سكجيم قرب كدروه اوكار فكرن 3,300,000 MRU Immobilier résidentiel il y a 1 mois •",2026-01-28,1,https://voursa.com/_next/image?url=https%3A%2F%2Fvoursa-prod.s3.amazonaws.com%2Fimages%2F1769698188321_1000403734.jpg&w=3840&q=75,2026-02-27,Nouakchott
