"source","titre","prix","type_bien","type_annonce","quartier","ville","surface_m2","nb_chambres","nb_sdb","nb_salons","description","date_publication","vendeur","caracteristiques"
"voursa.com","أبرتماه التحت للإيجار أف لكصرأكريب من المسجد لخظر","10000","Appartement/Maison","Location","Ksar","Nouakchott","120.0","2.0","","2.0","أبرتماه التحت للإيجار أف لكصر ألا ب 100 أفانص شهرين أكريب من المسجد لخظر 
فيه صالون وبيت أركاد وهول وكوزين ودوش
:للإتصال أو الواتساب
36417043","2025-09-11","","type de location: Location au mois | Taille rue: N/A | Proche de: المسجد لخظر "
"voursa.com","نيمرو فالمطار القديم ابلوك 58 ","1800000","Terrain","Vente","Dar Naim","Nouakchott","400.0","","","","نيمرو فالمطار القديم ابلوك 58 مساحة 400م٢ تيتر فونصي بينو واحد امع كدروه موقع استراتيجي ","2026-01-03","","Titre foncier | Taille rue: 12.00 | Proche de: لابست"
"voursa.com","دار ","2500000","Appartement/Maison","Vente","Ksar","Nouakchott","300.0","4.0","","2.0","سلام عليكم 
عندن دار افلكصر من فوك احذ مجمع لمانه  منقوشه اومكروي وف نيمروين  او فلكرن 
فيه اربع ابيوت او التهوية او بيت الشغال  واثلت دوشات  
مبيوعة 25 مليون قابل للنقاش حد مهتم يتواصل معاي 
إلا تصال.        27273277
واتساب   27273277
حد عندو العقار اللبيع يتواصل معاي","2025-04-09","","1 balcon(s) | Taille rue: 8.00 | Proche de: امسدالخظر"
"voursa.com","نيمرو من الاستذة للبيع","4000000","Terrain","Vente","Tevragh Zeina","Nouakchott","600.0","","","","من الأساتذة مبيوع ب 40","2025-07-08","","Taille rue: N/A | Proche de: الاساتذة"
"voursa.com","فرصة نيمر للبيع ف مديل M سكجيم قرب كدروه اوكار فكرن ","3300000","Appartement/Maison","Vente","Tevragh Zeina","Nouakchott","447.0","0.0","","0.0","فرصة نيمر للبيع ف مديل M سكجبم فكرن قريب من أوكار ","2026-01-29","","Titre foncier | type de propriété: Autre | Taille rue: 20.00 | Proche de: اوكار "
"voursa.com","نيمرو للبيـــــع من سكتير 5 F Nord ","6500000","Terrain","Vente","Tevragh Zeina","Nouakchott","875.0","","","","فاتح اعل شارع 20م وجايتو T المساحة 875م٢ الثمن الأخير 65 مليون ","2025-12-07","","Taille rue: N/A | Proche de: الشارة "
"voursa.com","شانتيي للبيع افصكوك كد بقالة الشباب ","2000000","Appartement/Maison","Vente","Teyarett","Nouakchott","216.0","3.0","","2.0","شانتيي للبيع كد كدروه الشباب 
لاحكه مرحلة المغطه senage final
فيها صلوه 8 ف 4
ؤبيت اركاد 5 ف 4 ابدوشوه 
ؤبيت اجماعه 4.5 ف 4
ؤجلسة 7 ف 4
ؤكراج ؤكوزين ؤحمام عام 
ؤتهويه صغيرة وامبلكه
واكفه اعل فير 12

فاتحة افشارع 10م ؤميت فيها T
مساحتها: 216م²
أوراقها : ابرمه ؤكتانص
اب 20 مليون قديمة 

41545765","2025-11-12","","Titre foncier | 1 balcon(s) | Taille rue: 10.00 | Proche de: بقالة الشباب  | Garage"
"voursa.com","فرصة مخزن لاجار قرب لمام لند كبييير","70000","Appartement/Maison","Location","Tevragh Zeina","Nouakchott","500.0","0.0","","1.0","فرصة مخزن لأجار قرب لمام لند فاتح عل كدروه المساحة كبيير ","2025-10-31","","Titre foncier | type de location: Location au mois | Taille rue: 20.00 | Proche de: لمام لند | Caméra de sécurité"
"voursa.com","منزل للبيع","65000000","Appartement/Maison","Vente","Tevragh Zeina","Nouakchott","500.0","4.0","","2.0","للبيع 
دار ارضيه فسانتر متير غرب صيدليه افاملي  
مساحتها 500m² فاتح فبارك 
مبيوعه فرصه 
صوره و لفيديوه  لخاص

للتواصل 

‏مراسلة  عبر واتساب. https://wa.me/22243414552","2025-05-13","","1 balcon(s) | Taille rue: 20.00 | Proche de: سانتر متير"
"voursa.com","نص من سكتير 4 اف نور ","2500000","Terrain","Vente","Tevragh Zeina","Nouakchott","200.0","","","","نص نيمرو للبيع من سكتير 4 اف نور
المساحة 200م 
السعر 25 مليون
حد مهتم وللا عندو نيمرو وللا دار للبيع 22576577","2025-12-16","","Taille rue: 15.00 | Proche de: سكتير 4 اف نور"
"voursa.com","منزل للبيع","800000","Appartement/Maison","Vente","Toujounine","Nouakchott","180.0","4.0","","1.0","السلام عليكم
 عندنا ذيك الدار للبيع بين كرفور ديمي و امحيرث عل شارعين كبار 
فيها صالون و بيت اركاد و بيت صغير و جلسه و كوزين و دوشات 
السعر 8 مليون 
المساحه 180² 
باكي شي من ترابها ماه مبني","2026-02-24","","type de propriété: Autre | 1 balcon(s) | Taille rue: 18.00 | Proche de: كرفور محيرث "
"voursa.com","سكتير 4 افنور ","2500000","Terrain","Vente","Tevragh Zeina","Nouakchott","200.0","","","","200م٢ من سكتير 4 في الوسط بين المنازل كايل 25 وتنباع","2025-04-02","","Taille rue: N/A | Proche de: سكتير 4 افنور "
"voursa.com","نمرو فبوش","4200000","Terrain","Vente","Tevragh Zeina","Nouakchott","600.0","","","","ذاك من بوش 9  مبيوع  42مليون  حد شاري تلفنل واتساب 26678975","2025-12-23","","Titre foncier | Taille rue: 25.00 | Proche de: بوش "
"voursa.com","عندن نيمرو فرصة ف ترحيل M توجنين فالكرن و على شارعين كبار و كريب منو رانبلة لي تكدرن ","90000","Terrain","Location","Toujounine","Nouakchott","120.0","","","","عندن نيمرو فرصة ف ترحيل M توجنين فالكرن و على شارعين كبار و كريب منو رانبلة لي تكدرن عندو بادج أوراقو كونفورم ","2026-02-24","","Titre foncier | Taille rue: 12.00 | Proche de: ترحيل M توجنين "
"voursa.com","نينمرو من القضاة فاتح فتحتين للبيع ","3900000","Terrain","Vente","Tevragh Zeina","Nouakchott","600.0","","","","السلام عليكم هذ نيمرو من القضاة فاتح فتحين يباع كامل ب 39 ويباع انصوصه للإستفسار اكثر اتصلوا على الرقم التالي 49546950","2025-06-12","","Taille rue: N/A | Proche de: القضاة "
"voursa.com","قطعة أرضية ","490000","Terrain","Vente","Toujounine","Nouakchott","216.0","","","","عروض من إسكان2. و إسكان3 اوراق آمنين سعر مزال هين الواتساب 20505089","2026-02-07","","Titre foncier | Taille rue: 12.00 | Proche de: شركة الوطنية لمنتجات الالبان إسكان 2 وبحيرة ترحيل 16 إسكان 3"
"voursa.com","نيمرو 216 ف لكصر C5","1350000","Bureau","Vente","Tevragh Zeina","Nouakchott","216.0","","","","نيمرو 216 ف لكصر C5","2025-12-11","","Taille rue: N/A | Proche de: لكصر"
"voursa.com","اربع نيمروات اعلي كدروه اتيو من ابلوك 16 المطار القديم ","1950000","Terrain","Vente","Dar Naim","Nouakchott","200.0","","","","السلام عليكم هذ اربع نيمروات من ابلوك 16 المطار القديم اعلي كدروه اتيو مساحة الواحد 200م# زائده يباع للواحد ب 19مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","2025-08-14","","Taille rue: N/A | Proche de: كدروه اتيو"
"voursa.com","دار فبريمير الفوك ماه بعيد من كدروه","1100000","Appartement/Maison","Vente","Teyarett","Nouakchott","216.0","4.0","","2.0","ماه بعيد من كدروه وشارعها ماه كبير 
 ","2025-11-01","","1 balcon(s) | Taille rue: N/A | Proche de: كدروه الفوكاني"
"voursa.com","نيمرو فاتح اعلي مسجد ف اغنودرت للبيع ","1000000","Terrain","Vente","Tevragh Zeina","Nouakchott","300.0","","","","السلام عليكم هذ نيمرو ف اغنودرت مساحة 300م# فاتح ف مسجد مبيوع ب 10ملاين للإستفسار اكثر اتصلوا على الرقم التالي 49546950","2025-07-07","","Taille rue: N/A | Proche de: اغنودرت "
"voursa.com","نيمرو 700m فتفرغ زينه","2800000","Terrain","Vente","Tevragh Zeina","Nouakchott","700.0","","","","نيمرو 700m  فتفرغ زينه","2026-01-27","","Titre foncier | Taille rue: N/A | Proche de: اوكار "
"voursa.com","نص من سكتير 5","3500000","Terrain","Vente","Tevragh Zeina","Nouakchott","300.0","","","","*300 م² من سكتير 5 أكريب من كدروه ب  35 مليون*","2025-05-14","","Taille rue: 0.00 | Proche de: كدروه الشارة "
"voursa.com","نصف نيمرو فسكتير 2 بلوكات","1850000","Terrain","Vente","Tevragh Zeina","Nouakchott","300.0","","","","300م٢ من سكتير2 ب 18.5مليون
الواتساب : 33887733","2025-03-30","","Taille rue: N/A | Proche de: طب القلب"
"voursa.com","نمرو احذ طب قلب","1850000","Terrain","Vente","Tevragh Zeina","Nouakchott","360.0","","","","واتساب 26678975 للاتصال 36147216
السعر 18مليون ونص قابل للنقاش 
","2025-04-21","","Taille rue: N/A | Proche de: طب القلب"
"voursa.com","نمرو اللبيع أفي المطار القديم بلوك 5","1600000","Terrain","Vente","Dar Naim","Nouakchott","200.0","","","","عندى ذاك مبيوعه من 200m² محوطه اوعندها تيترى فونصى مستقله مبيوعه اليوم ب16مليون حد مهتم يتواصل معاي 27273277","2026-01-20","","Taille rue: N/A | Proche de: نمرو اللبيع أفي المطار القديم بلوك 5"
"voursa.com","نيمرو للبيع ","1500000","Terrain","Vente","Dar Naim","Nouakchott","400.0","","","","فرصة نيمرو للبيــــــــــــــــــــــع فلمطار القديم بلوك 62فاتح اعل برك  وصاد مسوحل
106 المساحه400m²
سعر15مليون واتساب 36368684","2025-10-14","","Taille rue: N/A | Proche de: نيمرو للبيع    "
"voursa.com","ديبلكس ونمرو فعين طلح","3700000","Appartement/Maison","Vente","Teyarett","Nouakchott","180.0","7.0","","2.0","سعر 37 مليون هوم لثنين حد شاري ول عندو شي ابيعو تلفنل 26678975.36147216","2025-11-12","","Titre foncier | 1 balcon(s) | Taille rue: 10.00 | Proche de: بقاله الرحمه"
"voursa.com","300م# فكرن من سكتير 6 اكريب من كدروه للبيع ","3500000","Terrain","Vente","Tevragh Zeina","Nouakchott","300.0","","","","السلام عليككم هذ 300م# فكرن من سكتير 6 بين اثلت نيمروات امع كدروه اربعين مبيوع ب 35مليون للإستفسار. اكثر اتصلوا على الرقم التالي 49546950","2025-11-23","","Taille rue: N/A | Proche de: سكتير 6 "
"voursa.com","300م# فكرن من سكتير 5 للبيع ","4200000","Terrain","Vente","Tevragh Zeina","Nouakchott","300.0","","","","السلام عليكم هذ 300م# من سكتير 5 فكرن ابلاصتها زينه مبيوع ب 42مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","2025-11-17","","Taille rue: N/A | Proche de: سكتير 5"
"voursa.com","منزل للايجار في دار النعيم ","3500","Appartement/Maison","Location","Dar Naim","Nouakchott","150.0","3.0","","1.0","شارع بقالة الله أكبر في دار النعيم
منزل للايجار في دار النعيم متكون من 3 غرف و هول و مكزينتين ومطبخ و دوش ومطاليع ل اسطح  ","2026-01-09","","type de location: Location au mois | type de propriété: Villa | Taille rue: N/A | Proche de: زون 2 شارع بقالة الله اكبر"
"voursa.com","نيمرو أفكرن من h suite طريق انواذيبو ","4800000","Terrain","Vente","Tevragh Zeina","Nouakchott","800.0","","","","434 من hsuite المساحه 800 م٢ افكرن برك فاتح اعل المسجد مبيوع ب 48 مليون ","2026-01-11","","Titre foncier | Taille rue: N/A | Proche de: طريق انواذيبو "
"voursa.com","300م# فكرن من سكتير 4 اكريب من كدروه للبيع ","3800000","Terrain","Vente","Tevragh Zeina","Nouakchott","300.0","","","","السلام عليكم هذ نص نيمرو فكرن  من سكتير 4 مساحة 300م# بين نيمروين امع كدروه مبيوع ب 38مليون قايله لنقاش للإستفسار اكثر اتصلوا على الرقم التالي 49546950


","2025-12-03","","Taille rue: N/A | Proche de: سكتير 4"
"voursa.com","نيمرو من سكتير 6 F Nord ","5000000","Terrain","Vente","Tevragh Zeina","Nouakchott","875.0","","","","المساحة 875م٢ صاد اعل جيهة كدروه بين البنيان ب 50 مليون فرصة ","2026-02-20","","Titre foncier | Taille rue: N/A | Proche de: كدروه كمال "
"voursa.com","دار فكرن بينها نيمروين امع كدروه كورنا للبيع ","3200000","Appartement/Maison","Vente","Teyarett","Nouakchott","216.0","4.0","","1.0","السلام عليكم هذ دار فكرن اعلي شارع عشرين بيهها نيمروين امع كدروه كورنا مساحتها 216م# فيها صلوه وبيتين وجلسه ومرافق مبيوع ب 32مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","2025-12-17","","Titre foncier | type de propriété: Villa | 1 balcon(s) | Taille rue: 20.00 | Proche de: كدرزه كورنا "
"voursa.com","200 من سكتير 2 بلوكات","1950000","Terrain","Vente","Tevragh Zeina","Nouakchott","200.0","","","","*ذيك 200م² فكرن من سكتير 2 ابلوكات ب 19 مليون و 500  الف*","2025-08-23","","Taille rue: N/A | Proche de: طب القلب"
"voursa.com","سوق احذ مسجد تجانيين دخل زين","3600000","Appartement/Maison","Vente","Teyarett","Nouakchott","216.0","18.0","","2.0","سوق احذ مسجد تجانيين السعر 36 مليون دخلو 350  وفم اربع ابرتمهات وتحتهم 4اباتيك فلوج اعل كدروه سعر 45 مليون قابل لنقاش ودخلهم 400 الف زايد وليه ينباع واتساب 26678975 لاتصال 36147216","2025-04-24","","1 balcon(s) | Taille rue: 20.00 | Proche de: مسجد تجاني"
"voursa.com","سمع للبيع في تفرغ زينه اجديد فيه فرصة اليوم","5000000","Appartement/Maison","Vente","Tevragh Zeina","Nouakchott","200.0","5.0","","3.0","هاذي السمع زينه حته وشارع اكبير","2025-05-08","","3 balcon(s) | Taille rue: 18.00 | Proche de: بايع | Caméra de sécurité | Meublé | Garage"
"voursa.com","شقة مفروشة","2500","Appartement/Maison","Location","Tevragh Zeina","Nouakchott","100.0","2.0","","2.0","#للإيجار   
🏡✨ للباحثين عن الراحة والخصوصية في وسط العاصمة!
شقق مفروشة فاخرة للإيجار في نواكشوط – تفرغ زينه (حي الفوز)
إذا كنت تبحث عن مكان يجمع بين الهدوء، الفخامة، والنظافة…
فأنت الآن أمام فرصة ذهبية 🏆
📍 الموقع المميز:
حي الفوز – تفرغ زينه
قُرب ""سوبر ماركت الشامل"" و""مشاوي محمد الأمين"" 🍗🛒
✨ مواصفات الشقق:
🛋️ صالون أنيق بتلفزيون بلازما وجلسة مريحة
🛏️ غرفة نوم فسيحة مع حمام خاص
🚿 حمام خارجي إضافي
🍳 مطبخ عصري مجهز بالكامل (موقد كهربائي، ثلاجة، تجهيزات كاملة)
🎁 خدمات وميزات إضافية:
🧼 نظافة وخصوصية عالية
📶📡واي فاي مجاني  📡
🅿️ مواقف سيارات مجانية
🔒 كاميرات أمنية للحماية
🌿 أجواء هادئة ومريحة... مثالية للاستجمام والراحة بعد يوم طويل .
💸 الأسعار:
📆 إيجار شهري: $
📅 إيجار يومي: 25,000 أوقية قديمة
📞 للحجز والاستفسار: 38193838/20101580
📲 واتساب:  38 19 38 38
🔑 الشقق #جديدة_كلياً #ولم_تسكن_من_قبل، وتنتظرك لتكون أول من ينعم بهذه التجربة الراقية!
لا تفوت الفرصة... راحتك تبدأ من هنا! 🛏️🌙 .
","2025-05-16","","1 balcon(s) | type de location: Location à la journée | Taille rue: 120.00 | Proche de: مشاوي محمد الأمين | Caméra de sécurité | Meublé"
"voursa.com","نيمروين من i5","3300000","Terrain","Vente","Teyarett","Nouakchott","432.0","","","","*نمروين للبيـــــــــــــــــــــع في  i5 ب 33 مليون*","2025-08-21","","Taille rue: N/A | Proche de: i5"
"voursa.com","نمرو للبيـــــــــع في بوش 9","4400000","Terrain","Vente","Tevragh Zeina","Nouakchott","533.0","","","","نمرو للبيـــــــــع  من بوش 9 بينو نمروين عن طب القلب
المساحة 533 م ² فكرن شارع 20
 السعر  44 مليون
واتساب 22608090 فقط للجدين ","2025-08-13","","Taille rue: N/A | Proche de: طب القلب "
"voursa.com","دار ف حذ شهرزاد ","3800000","Appartement/Maison","Vente","Teyarett","Nouakchott","225.0","3.0","","2.0","دار ف حذ شهرزاد مساحته 225. فاتحه عل شارع 12 اوراقه تيتر فونسي مبيوعة ب [ 38 ] مليون حد مهتم يتواصل معاي واتساب 27273277 ","2025-05-14","","1 balcon(s) | Taille rue: 12.00 | Proche de: عين طلح "
"voursa.com","قطعه ارضيه للبيع ","11800000","Terrain","Vente","Tevragh Zeina","Nouakchott","1450.0","","","","*314 من سكتير 6 افنور  750 ب 53*
*262 من سكتير 6 افنور 700 م² فكرن  ب  65* واتساب 36368684","2025-09-03","","Taille rue: N/A | Proche de: نيمروين للبيع "
"voursa.com","300م# من سكتير 3 افنور للبيع ","2700000","Terrain","Vente","Tevragh Zeina","Nouakchott","300.0","","","","السلام عليكم هذ 300م# من سكتير 3 افنور مببوع ب 27مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","2025-12-13","","Taille rue: 15.00 | Proche de: سكتير 3 ابلوكات"
"voursa.com","300م# فكرن من سكتير 5 للبيع ","4200000","Terrain","Vente","Tevragh Zeina","Nouakchott","300.0","","","","السلام عليكم هذ 300م# فكرن من سكتير 5 مبيوع ب 42مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","2025-10-28","","Taille rue: N/A | Proche de: سكتير 5"
"voursa.com","نيمرو فاغنودرت ","1500000","Appartement/Maison","Vente","Tevragh Zeina","Nouakchott","300.0","3.0","","1.0","نيمرو فيه حيوط لاحكين سناج الأول ","2026-02-03","","Titre foncier | type de propriété: Autre | 1 balcon(s) | Taille rue: 10.00 | Proche de: اغنودرت | Garage"
"voursa.com","#للإيـــــــــــــــــجار ديبلكس  نظيفة   في منطقة صحراوي ","30000","Appartement/Maison","Location","Tevragh Zeina","Nouakchott","300.0","4.0","","3.0","#للإيـــــــــــــــــجار
ديبلكس  نظيفة   في منطقة صحراوي بالقرب من منزل 🏠 محمد الحسن ول ددو 
الطابق الأرضي يتكون من صالون+جلسه+مطبخ+حمام عمومي ++مرآب
الطابق العلوي يتكون من غرفتي نوم +غرفه+ حمام بلكونه

#السعر. 300الف أوقية قديمة
#التواصل 
‏مراسلة  عبر واتساب. https://wa.me/22243414552","2025-05-07","","type de location: Location au mois | 2 balcon(s) | Taille rue: 20.00 | Proche de: الصحراوي "
"voursa.com","نص نمرو فصحراوي ","5250000","Terrain","Vente","Tevragh Zeina","Nouakchott","750.0","","","","واتساب 26678975 للاتصال 36147216
نص ماه فلكرن متول صحراوي فيه شانتي مبيوع سعر 52مليون و500","2025-04-10","","Taille rue: 0.00 | Proche de: صحراوي"
"voursa.com","سوق للبيع فسينكم","5500000","Appartement/Maison","Vente","El Mina","Nouakchott","2000.0","47.0","","2.0","واتساب 26678975 للاتصال 36147216

","2025-04-15","","1 balcon(s) | Taille rue: 20.00 | Proche de: مرصت سينكم"
"voursa.com","200م# فمدال m اسويت ","1150000","Terrain","Vente","Tevragh Zeina","Nouakchott","200.0","","","","السلام عليكم هذ 200م# من مدال m اسويت عندها ابرمه للاصلية مبيوع ب 11مليون واخمس مائة سعرو للاخير  للإستفسار
اكثر اتصلوا على الرقم التالي 49546950","2025-05-15","","Taille rue: N/A | Proche de: مدال m اسويت"
"voursa.com","نص من م سويت","1800000","Terrain","Vente","Tevragh Zeina","Nouakchott","350.0","","","","رقم 128 من M souit نصو مساحة 350م² ماهي افكرن مبيوع ب 18","2025-08-20","","Taille rue: N/A | Proche de: م سويت"
"voursa.com","نصف نيمرو من سكتير 4 أكريب من كدروه ","3400000","Terrain","Vente","Tevragh Zeina","Nouakchott","300.0","","","","نصف نيمرو من سكتير 4 أكريب من كدروه مساحة 300م٢ مبيوع با 34 مليون ","2025-05-20","","Taille rue: N/A | Proche de: سكتير 4 افنور "
"voursa.com","نص نيمرو فكرن ممتاز من سكتير3 بلوكات تفرغ زين ","2900000","Terrain","Vente","Tevragh Zeina","Nouakchott","300.0","","","","موقع ممتاز شارع كبير فكرن كريب من كدروه 
ملاحظة للراغبين في شراء او بيع دار او نيمرو ماعليكم سوى التواصل معنا والله المستعان","2026-02-21","","Taille rue: N/A | Proche de: المدرسة الوطنية للإدارة "
"voursa.com","برتماه للإيجار ","15000","Appartement/Maison","Location","Tevragh Zeina","Nouakchott","200.0","3.0","","2.0","برتماه للإيجار فاطابق الأول فيه صالونه وبيت اركاد وبيت جماعة وبيت عامل وجلسة ودشين وكزين","2025-10-03","","Titre foncier | type de location: Location au mois | Taille rue: 20.00 | Proche de: كدرونه شارة  | Caméra de sécurité"
"voursa.com","نصف نيمرو من سكتير 4 ","3300000","Terrain","Vente","Tevragh Zeina","Nouakchott","300.0","","","","نصف نيمرو من سكتير 4 مساحة 300م٢ ","2025-08-20","","Taille rue: N/A | Proche de: كدروه السنوار "
"voursa.com","قطعة أرضية في îlot C Résidentiel تفرغ زينة المساحة 510 متر مربع ","26000000","Terrain","Vente","Tevragh Zeina","Nouakchott","510.0","","","","📢 فرصة استثمارية نادرة! قطعة أرض للبيع في موقع استراتيجي وبسعر مغرٍ!

🔹 الموقع: تقع هذه القطعة المميزة في قلب [نواكشوط]، على مقربة من [كرفور الزيتونة ، البرص المعروفة ……..]، ما يجعلها مثالية للسكن أو الاستثمار التجاري.

🔹 المساحة: [510] م²
🔹 الواجهة: [ على شارع رئيسي]
🔹 التصنيف: [ متعدد الاستخدام]
🔹 البنية التحتية: المياه، الكهرباء، الصرف الصحي، والاتصالات متوفرة بالكامل.

✅ مميزات إضافية:
	•	تقع في منطقة تشهد نمواً عمرانياً سريعاً.
	•	محاطة بمشاريع حيوية وخدمات متكاملة.
	•	سهولة الوصول إليها من عدة طرق رئيسية.
	•	مناسبة لبناء فيلا، عمارة سكنية، أو مشروع تجاري.

💰 السعر: مناسب جداً مقارنة بموقعها، ولمن يدرك قيمة العقار الجيد.

📞 للتواصل والاستفسار:
[48561825]

📍 لا تفوت الفرصة، الأرض لا تعوض!
","2025-07-29","","Taille rue: N/A | Proche de: كرفور الزيتونة"
"voursa.com","نيمرو فالمطار إعلى شارع إكبير وفكرن ","4800000","Terrain","Vente","Dar Naim","Nouakchott","500.0","","","","المساحة 500م٢ تيتر فونصي فبلوك 5 غير بعيد عن مدينة المرح ","2026-02-20","","Titre foncier | Taille rue: N/A | Proche de: مدينة المرح "
"voursa.com","نيمرو من بوش 9 أفكرن قريب من كدروه ","4800000","Terrain","Vente","Tevragh Zeina","Nouakchott","533.0","","","","نيمرو أفكرن من بوش 9 قريب من كدوره ب 48 مليــون ","2026-02-27","","Titre foncier | Taille rue: N/A | Proche de: بوش 9"
"voursa.com","حلاق للبيع - Salon de coiffure à vendre","400000","Local commercial","Vente","Tevragh Zeina","Nouakchott","1.0","","","","
للبيع - صالون حلاقة جاهز للعمل صالون عصري في موقع نشط وسهل الوصول، مع موقف سيارات واسع. زبائن دائمون، تجهيزات كاملة، وتصميم أنيق.
فرصة مثالية للمستثمرين أو الحلاقين الطموحين.
سعر مناسب - لا تفوّت الفرص
moderne, prêt à l'emploi, situé dans une zone très fréquentée, facile d'accès avec grand parking.
Clientèle fidèle, équipements professionnels, décoration soignée. Idéal pour investisseur ou coiffeur ambitieux. Prix attractif - opportunité à
manquer","2025-04-13","","Taille rue: N/A | Proche de: ملتقى القدس | parking"
"voursa.com","مخازن للإجار الشهر في المطار القديم على كدروه ","10000","Local commercial/industriel","Location","Teyarett","Nouakchott","300.0","","","","عندنه مخازن على كدروه. في المطار القديم للإجار الشهري.  مافاتو اندخلو اجداد فاتحين على كدروه قريبين من كرفور المطار  لاستفسار  الرقم 42121220 واتساب 

المخزن الواحد طولو    13/5 ماشاء الله اكبار تنظيفين ","2025-12-30","","type de location: Location au mois | Taille rue: N/A | Proche de: كرفور المطار القديم "
"voursa.com","عمارة احذ البورص و دار عزيز ","20000000","Appartement/Maison","Vente","Tevragh Zeina","Nouakchott","530.0","7.0","","3.0","عمارة فرصة مبيوعه ماه واعرة احذ طب ول بوعماتو و البوص و دار عزيز","2025-09-20","","Titre foncier | 2 balcon(s) | Taille rue: 12.00 | Proche de: طب ول بوعماتو | Garage"
"voursa.com","كزره كبيره عند كرفور عزيز طريك تنويش","200000","Terrain","Vente","Toujounine","Nouakchott","180.0","","","","تلفنل اعل واتساب 26678975 ","2025-06-27","","Taille rue: N/A | Proche de: طريك تنويش"
"voursa.com","نيمرو أفكرن من سكتير 6 ماه واعر ","4800000","Terrain","Vente","Tevragh Zeina","Nouakchott","600.0","","","","نيمرو أفكرن من سكتير 6 كايل 48 فرصة من فرص العيد ","2025-05-30","","Taille rue: N/A | Proche de: سكتير 6"
"voursa.com","نص فسكتير 5","3200000","Terrain","Vente","Tevragh Zeina","Nouakchott","300.0","","","","رقم 398 من سكتر 5 مبيوع من 300م٢ ب 32 مليون","2025-05-12","","Taille rue: N/A | Proche de: كدروه ألأربعين "
"voursa.com","دار احذ كرفور ولد ابادو","100000","Appartement/Maison","Location","Dar Naim","Nouakchott","180.0","3.0","","2.0","دار زينه عند كرفور ولد ابادو فاتحه اعل شارع بقالة اترارزة","2025-11-29","","Titre foncier | 1 balcon(s) | Taille rue: 20.00 | Proche de: كرفور ول ابادو | Garage"
"voursa.com","نيمرو للبيع","60000000","Terrain","Vente","Tevragh Zeina","Nouakchott","700.0","","","","للبيع 
نيمرو من سكتير 6 مساحة
700m²
و فكرن
مبيوع فرصه 

‏مراسلة  عبر واتساب. https://wa.me/22243414552
","2025-08-18","","Taille rue: N/A | Proche de: سكتير 6"
"voursa.com","نيمروين فبلوك 24","2600000","Terrain","Vente","Dar Naim","Nouakchott","360.0","","","","نيمروين فبلوك 24
مساحت كل واحد منهم 180 
كل واحد ينباع ب 13
الأوراق تيتر فونصي","2025-11-12","","Taille rue: N/A | Proche de: المطار"
"voursa.com","Terrain iskan pk7","600000","Terrain","Vente","Riyadh","Nouakchott","216.0","","","","Terrain 216 m² ouvert sur grande route à l'angle ","2025-12-18","","Taille rue: 20.00 | Proche de: Pk 7 "
"voursa.com","نيمروين في المطار القديم","4500000","Terrain","Vente","Dar Naim","Nouakchott","800.0","","","","نيمروين فبلوك 3
المساحة : 800
الأوراق تيتر فونصي
السعر 45 مليون","2025-11-12","","Taille rue: N/A | Proche de: المطار"
"voursa.com","سمعت قرب المطار القديم ","1400000","Appartement/Maison","Vente","Dar Naim","Nouakchott","150.0","9.0","","3.0","المطار القديم ","2025-04-23","","4 balcon(s) | Taille rue: 8.00 | Proche de: حيط المطار القديم "
"voursa.com","نيمروين فالمطار القديم","2500000","Terrain","Vente","Teyarett","Nouakchott","800.0","","","","*92 و 93  من بلوكات  59 مطار القديم  800 م² ب 25  مليون*","2025-08-22","","Taille rue: N/A | Proche de: بلوك 59"
"voursa.com","نيمرو فكرن من شرم الشيخ للبيع ","3650000","Terrain","Vente","Teyarett","Nouakchott","300.0","","","","السلام عليكم هذ نيمرو من شرم الشيخ فكرن مساحة 300م# مبيوع ب 36مليون واخمس مائة للإستفسار اكثر. اتصلوا على الرقم التالى 49546950","2025-11-22","","Taille rue: N/A | Proche de: شرم الشيخ "
"voursa.com","دار فبوحديده ","1100000","Appartement/Maison","Vente","Toujounine","Nouakchott","150.0","3.0","","2.0","دار فبوحديده احذ الربينه لوله","2025-12-08","","Titre foncier | 1 balcon(s) | Taille rue: 12.00 | Proche de: الربينه لوله | Garage"
"voursa.com","منزل للبيع فلفلوجة فاتح  على بارك ","1500000","Appartement/Maison","Vente","Arafat","Nouakchott","150.0","3.0","","2.0","السلام عليكم 
دار للبيـــــــــــــــــــــع توسعة الفلوجة كد ديسق 
فاتح على بارك فيها ثلاث بيوت جلسة كوزين ودوشات 
منقوشة مكروية 
المساحة150م٢ 
السعر 15 مليون ","2025-05-14","","Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: قرب ديسق "
"voursa.com","234م ف بوش 9 المربع الذهبي لبيع ","2700000","Terrain","Vente","Tevragh Zeina","Nouakchott","234.0","","","","السلام عليكم هذ 234م# من بوش 9 المربع الذهبي مبيوع ب 27مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950","2026-01-30","","Taille rue: 20.00 | Proche de: بوش 9"
