id,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,date_publication,quartier_encoded,log_prix,latitude,longitude,dist_centre_ville_km,dist_aeroport_km,dist_plage_km,nb_ecoles_1km,nb_mosquees_1km,nb_commerce_1km,nb_hopitaux_1km,nb_total_pois_1km,prix_m2,nb_pieces_total,type_bien,has_garage,has_jardin,has_piscine,has_balcon,has_meuble,has_titre_foncier,est_neuf,age_annonce,mois_publication,annee_publication,surface_par_chambre,surface_par_sdb,pieces_par_sdb,prix_par_piece,centre_x_plage,pois_x_centre,pois_x_plage,is_luxe,score_equipement,saison,weekend,type_commercial,type_duplex,type_maison,type_studio,type_terrain,type_villa,prix_moyen_quartier,prix_median_quartier,nb_biens_quartier,prix_m2_moyen_quartier,saison_ete,saison_hiver,saison_printemps,prix_winsorized,surface_winsorized,prix_m2_winsorized,is_price_outlier
797,7000000.0,250.0,4.0,4.0,2.0,tevragh zeina,2025-03-26,8013969.43699732,15.76142084987672,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,28000.0,8,duplex,1,0,0,1,0,0,0,353,3,2025,50.0,83.33333333333333,2.6666666666666665,777777.7777777778,19.612613634380203,5.085791887369335,4.64018964365094,0,2,printemps,0,False,True,False,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,True,7000000.0,250.0,28000.0,0
530,6400000.0,200.0,6.0,4.0,2.0,tevragh zeina,2025-11-25,8013969.43699732,15.671808704579888,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,32000.0,10,duplex,1,0,0,1,0,1,0,109,11,2025,28.571428571428573,66.66666666666667,3.3333333333333335,581818.1818181818,19.612613634380203,5.085791887369335,4.64018964365094,0,2,automne,0,False,True,False,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,False,6400000.0,200.0,32000.0,0
1194,6500000.0,200.0,6.0,3.0,2.0,tevragh zeina,2025-05-01,8013969.43699732,15.687312888712007,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,32500.0,9,maison,1,0,0,1,0,1,0,317,5,2025,28.571428571428573,66.66666666666667,3.0,650000.0,19.612613634380203,5.085791887369335,4.64018964365094,0,2,printemps,0,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,True,6500000.0,200.0,32500.0,0
542,2700000.0,216.0,3.0,1.0,2.0,teyarett,2026-01-05,3330685.925925926,14.80876270134486,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,12500.0,4,maison,1,0,0,1,0,1,1,68,1,2026,54.0,72.0,1.3333333333333333,540000.0,98.58047589774495,0.0,0.0,0,2,hiver,0,False,False,True,False,False,False,3330686.0,2900000.0,270,16486.0,False,True,False,2700000.0,216.0,12500.0,0
1378,6800000.0,200.0,5.0,2.0,3.0,tevragh zeina,2025-10-13,8013969.43699732,15.732433317205148,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,34000.0,7,duplex,1,0,0,0,0,0,0,152,10,2025,33.333333333333336,50.0,1.75,850000.0,19.612613634380203,5.085791887369335,4.64018964365094,0,1,automne,0,False,True,False,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,False,6800000.0,200.0,34000.0,0
1387,1100000.0,150.0,3.0,1.0,2.0,toujounine,2025-10-11,1571960.0,13.910821646859096,18.0724322,-15.9099003,6.798401097987022,5.760954844879263,11.48021623371264,6,5,4,1,16,7333.333333333333,4,maison,1,0,0,0,0,0,0,154,10,2025,37.5,50.0,1.3333333333333333,220000.0,78.04711464840045,2.319378037422158,1.381666773494295,0,1,automne,1,False,False,True,False,False,False,1571960.0,1100000.0,115,8961.0,False,False,False,1100000.0,150.0,7333.333333333333,0
1219,9500000.0,300.0,6.0,5.0,2.0,tevragh zeina,2025-07-04,8013969.43699732,16.066802461833923,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,31666.666666666668,11,duplex,1,0,0,1,0,0,0,253,7,2025,42.857142857142854,100.0,3.6666666666666665,791666.6666666666,19.612613634380203,5.085791887369335,4.64018964365094,0,2,ete,0,False,True,False,False,False,False,8013969.0,6500000.0,373,23995.0,True,False,False,9500000.0,300.0,31666.666666666668,0
126,1500000.0,150.0,7.0,1.0,2.0,arafat,2025-12-17,1676908.1967213114,14.220976332738882,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,10000.0,8,maison,1,0,0,1,0,1,0,87,12,2025,18.75,50.0,2.6666666666666665,166666.66666666666,42.65630982748081,9.0145997574304,9.081850531109339,0,2,hiver,0,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,False,True,False,1500000.0,150.0,10000.0,0
1356,16000000.0,600.0,9.0,5.0,2.0,tevragh zeina,2025-08-23,8013969.43699732,16.588099342704055,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,26666.666666666668,14,maison,0,0,0,1,0,1,1,203,8,2025,60.0,200.0,4.666666666666667,1066666.6666666667,19.612613634380203,5.085791887369335,4.64018964365094,1,1,ete,1,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,True,False,False,16000000.0,600.0,26666.666666666668,1
795,6500000.0,220.0,8.0,4.0,2.0,tevragh zeina,2025-11-16,8013969.43699732,15.687312888712007,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,29545.454545454544,12,duplex,0,0,0,1,0,0,1,118,11,2025,24.444444444444443,73.33333333333333,4.0,500000.0,19.612613634380203,5.085791887369335,4.64018964365094,0,1,automne,1,False,True,False,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,False,6500000.0,220.0,29545.454545454544,0
72,700000.0,150.0,4.0,1.0,2.0,teyarett,2026-02-05,3330685.925925926,13.45883704259595,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,4666.666666666667,5,maison,0,0,0,1,0,1,0,37,2,2026,30.0,50.0,1.6666666666666667,116666.66666666667,98.58047589774495,0.0,0.0,0,1,hiver,0,False,False,True,False,False,False,3330686.0,2900000.0,270,16486.0,False,True,False,700000.0,150.0,4666.666666666667,0
1083,3500000.0,400.0,6.0,3.0,2.0,tevragh zeina,2025-05-15,8013969.43699732,15.068273812173889,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,8750.0,9,maison,1,0,0,1,1,0,0,303,5,2025,57.142857142857146,133.33333333333334,3.0,350000.0,19.612613634380203,5.085791887369335,4.64018964365094,0,3,printemps,0,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,True,3500000.0,400.0,8750.0,0
1131,1000000.0,150.0,4.0,3.0,2.0,toujounine,2025-09-24,1571960.0,13.815511557963774,18.0724322,-15.9099003,6.798401097987022,5.760954844879263,11.48021623371264,6,5,4,1,16,6666.666666666667,7,maison,0,0,0,0,0,1,1,171,9,2025,30.0,50.0,2.3333333333333335,125000.0,78.04711464840045,2.319378037422158,1.381666773494295,0,0,ete,0,False,False,True,False,False,False,1571960.0,1100000.0,115,8961.0,True,False,False,1000000.0,150.0,6666.666666666667,0
908,900000.0,150.0,3.0,2.0,2.0,dar naim,2025-05-14,2460492.68292683,13.71015115341694,18.1266327,-15.9174596,5.518093685011725,3.7921392805199456,12.297214781271224,2,8,2,1,13,6000.0,5,maison,0,0,0,1,0,1,0,304,5,2025,37.5,50.0,1.6666666666666667,150000.0,67.85718322776559,2.3139521568823516,1.048622632531899,0,1,printemps,0,False,False,True,False,False,False,2460493.0,1700000.0,82,12991.0,False,False,True,900000.0,150.0,6000.0,0
431,550000.0,150.0,3.0,1.0,2.0,arafat,2025-10-06,1676908.1967213114,13.21767537538882,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,3666.6666666666665,4,maison,1,0,0,1,0,1,0,159,10,2025,37.5,50.0,1.3333333333333333,110000.0,42.65630982748081,9.0145997574304,9.081850531109339,0,2,automne,0,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,False,False,False,550000.0,150.0,3666.6666666666665,0
801,600000.0,475.0,9.0,7.0,2.0,tevragh zeina,2025-11-30,8013969.43699732,13.304686600863562,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,1263.157894736842,16,maison,0,0,0,1,0,1,0,104,11,2025,47.5,158.33333333333334,5.333333333333333,35294.117647058825,19.612613634380203,5.085791887369335,4.64018964365094,1,1,automne,1,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,False,600000.0,475.0,1263.157894736842,0
501,900000.0,120.0,2.0,1.0,2.0,toujounine,2026-01-26,1571960.0,13.71015115341694,18.0724322,-15.9099003,6.798401097987022,5.760954844879263,11.48021623371264,6,5,4,1,16,7500.0,3,maison,1,0,0,0,0,0,0,47,1,2026,40.0,40.0,1.0,225000.0,78.04711464840045,2.319378037422158,1.381666773494295,0,1,hiver,0,False,False,True,False,False,False,1571960.0,1100000.0,115,8961.0,False,True,False,900000.0,120.0,7500.0,0
999,1350000.0,180.0,3.0,1.0,2.0,toujounine,2025-12-08,1571960.0,14.11561589115508,18.0724322,-15.9099003,6.798401097987022,5.760954844879263,11.48021623371264,6,5,4,1,16,7500.0,4,maison,1,0,0,0,0,0,0,96,12,2025,45.0,60.0,1.3333333333333333,270000.0,78.04711464840045,2.319378037422158,1.381666773494295,0,1,hiver,0,False,False,True,False,False,False,1571960.0,1100000.0,115,8961.0,False,True,False,1350000.0,180.0,7500.0,0
281,3700000.0,216.0,4.0,3.0,2.0,teyarett,2025-03-29,3330685.925925926,15.123843647884687,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,17129.62962962963,7,duplex,1,0,0,1,0,0,0,350,3,2025,43.2,72.0,2.3333333333333335,462500.0,98.58047589774495,0.0,0.0,0,2,printemps,1,False,True,False,False,False,False,3330686.0,2900000.0,270,16486.0,False,False,True,3700000.0,216.0,17129.62962962963,0
826,7500000.0,300.0,6.0,6.0,2.0,teyarett,2025-03-26,3330685.925925926,15.830413711839864,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,25000.0,12,maison,0,0,0,1,0,1,0,353,3,2025,42.857142857142854,100.0,4.0,576923.0769230769,98.58047589774495,0.0,0.0,0,1,printemps,0,False,False,True,False,False,False,3330686.0,2900000.0,270,16486.0,False,False,True,7500000.0,300.0,25000.0,0
1039,1000000.0,150.0,1.0,2.0,2.0,arafat,2025-05-05,1676908.1967213114,13.815511557963774,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,6666.666666666667,3,maison,0,0,0,1,0,0,0,313,5,2025,75.0,50.0,1.0,250000.0,42.65630982748081,9.0145997574304,9.081850531109339,0,1,printemps,0,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,False,False,True,1000000.0,150.0,6666.666666666667,0
1108,2600000.0,360.0,5.0,3.0,2.0,ksar,2025-09-04,3612504.347826087,14.77102238760702,18.1049033,-15.9644337,0.0035805905757335,1.7708127278455823,6.797640291921312,6,3,60,5,74,7222.222222222223,8,villa,0,0,0,1,0,1,0,191,9,2025,60.0,120.0,2.6666666666666665,288888.8888888889,0.02433956676647977,714.4195605439661,10.728306619101412,0,1,ete,0,False,False,False,False,False,True,3612504.0,2900000.0,46,14679.0,True,False,False,2600000.0,360.0,7222.222222222223,0
137,5000000.0,180.0,0.0,0.0,0.0,teyarett,2026-02-19,3330685.925925926,15.424948670398354,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,27777.777777777777,0,maison,0,0,0,0,0,0,0,23,2,2026,180.0,180.0,0.0,5000000.0,98.58047589774495,0.0,0.0,0,0,hiver,0,False,False,True,False,False,False,3330686.0,2900000.0,270,16486.0,False,True,False,5000000.0,180.0,27777.777777777777,0
640,900000.0,120.0,4.0,1.0,2.0,teyarett,2025-05-27,3330685.925925926,13.71015115341694,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,7500.0,5,maison,0,0,0,1,0,1,0,291,5,2025,24.0,40.0,1.6666666666666667,150000.0,98.58047589774495,0.0,0.0,0,1,printemps,0,False,False,True,False,False,False,3330686.0,2900000.0,270,16486.0,False,False,True,900000.0,120.0,7500.0,0
1274,1700000.0,180.0,2.0,2.0,2.0,arafat,2025-08-10,1676908.1967213114,14.346139397261563,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,9444.444444444443,4,maison,1,0,0,1,0,0,0,216,8,2025,60.0,60.0,1.3333333333333333,340000.0,42.65630982748081,9.0145997574304,9.081850531109339,0,2,ete,1,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,True,False,False,1700000.0,180.0,9444.444444444445,0
1001,2400000.0,180.0,3.0,2.0,2.0,dar naim,2025-08-20,2460492.68292683,14.690979711984754,18.1266327,-15.9174596,5.518093685011725,3.7921392805199456,12.297214781271224,2,8,2,1,13,13333.333333333334,5,maison,0,0,0,1,0,0,0,206,8,2025,45.0,60.0,1.6666666666666667,400000.0,67.85718322776559,2.3139521568823516,1.048622632531899,0,1,ete,0,False,False,True,False,False,False,2460493.0,1700000.0,82,12991.0,True,False,False,2400000.0,180.0,13333.333333333334,0
728,1600000.0,168.0,3.0,1.0,2.0,dar naim,2026-01-02,2460492.68292683,14.285514812209817,18.1266327,-15.9174596,5.518093685011725,3.7921392805199456,12.297214781271224,2,8,2,1,13,9523.809523809525,4,maison,1,0,0,0,0,0,1,71,1,2026,42.0,56.0,1.3333333333333333,320000.0,67.85718322776559,2.3139521568823516,1.048622632531899,0,1,hiver,0,False,False,True,False,False,False,2460493.0,1700000.0,82,12991.0,False,True,False,1600000.0,168.0,9523.809523809523,0
572,1700000.0,120.0,3.0,2.0,2.0,teyarett,2025-06-26,3330685.925925926,14.346139397261563,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,14166.666666666666,5,maison,0,0,0,1,0,0,0,261,6,2025,30.0,40.0,1.6666666666666667,283333.3333333333,98.58047589774495,0.0,0.0,0,1,ete,0,False,False,True,False,False,False,3330686.0,2900000.0,270,16486.0,True,False,False,1700000.0,120.0,14166.666666666666,0
1250,850000.0,180.0,4.0,2.0,2.0,arafat,2025-10-29,1676908.1967213114,13.652992804936396,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,4722.222222222223,6,maison,0,0,0,1,0,1,0,136,10,2025,36.0,60.0,2.0,121428.57142857143,42.65630982748081,9.0145997574304,9.081850531109339,0,1,automne,0,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,False,False,False,850000.0,180.0,4722.222222222223,0
882,4500000.0,300.0,5.0,3.0,2.0,tevragh zeina,2025-05-19,8013969.43699732,15.319588176962746,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,15000.0,8,maison,0,0,0,1,0,0,0,299,5,2025,50.0,100.0,2.6666666666666665,500000.0,19.612613634380203,5.085791887369335,4.64018964365094,0,1,printemps,0,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,True,4500000.0,300.0,15000.0,0
789,450000.0,150.0,2.0,1.0,1.0,toujounine,2025-12-25,1571960.0,13.017005083966255,18.0724322,-15.9099003,6.798401097987022,5.760954844879263,11.48021623371264,6,5,4,1,16,3000.0,3,maison,1,0,0,0,0,0,0,79,12,2025,50.0,75.0,1.5,112500.0,78.04711464840045,2.319378037422158,1.381666773494295,0,1,hiver,0,False,False,True,False,False,False,1571960.0,1100000.0,115,8961.0,False,True,False,450000.0,150.0,3000.0,0
1046,3300000.0,150.0,7.0,2.0,2.0,tevragh zeina,2025-12-02,8013969.43699732,15.009433329466964,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,22000.0,9,duplex,0,0,0,0,0,0,0,102,12,2025,18.75,50.0,3.0,330000.0,19.612613634380203,5.085791887369335,4.64018964365094,0,0,hiver,0,False,True,False,False,False,False,8013969.0,6500000.0,373,23995.0,False,True,False,3300000.0,150.0,22000.0,0
947,2700000.0,216.0,8.0,1.0,2.0,teyarett,2025-09-24,3330685.925925926,14.80876270134486,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,12500.0,9,maison,0,0,0,1,0,1,0,171,9,2025,24.0,72.0,3.0,270000.0,98.58047589774495,0.0,0.0,0,1,ete,0,False,False,True,False,False,False,3330686.0,2900000.0,270,16486.0,True,False,False,2700000.0,216.0,12500.0,0
1209,1600000.0,300.0,5.0,2.0,2.0,toujounine,2025-09-19,1571960.0,14.285514812209817,18.0724322,-15.9099003,6.798401097987022,5.760954844879263,11.48021623371264,6,5,4,1,16,5333.333333333333,7,maison,1,0,0,1,0,1,0,176,9,2025,50.0,100.0,2.3333333333333335,200000.0,78.04711464840045,2.319378037422158,1.381666773494295,0,2,ete,0,False,False,True,False,False,False,1571960.0,1100000.0,115,8961.0,True,False,False,1600000.0,300.0,5333.333333333333,0
536,2100000.0,180.0,3.0,2.0,2.0,teyarett,2025-05-14,3330685.925925926,14.557448378884017,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,11666.666666666666,5,maison,0,0,0,1,0,0,0,304,5,2025,45.0,60.0,1.6666666666666667,350000.0,98.58047589774495,0.0,0.0,0,1,printemps,0,False,False,True,False,False,False,3330686.0,2900000.0,270,16486.0,False,False,True,2100000.0,180.0,11666.666666666666,0
478,2100000.0,180.0,4.0,1.0,2.0,dar naim,2026-01-28,2460492.68292683,14.557448378884017,18.1266327,-15.9174596,5.518093685011725,3.7921392805199456,12.297214781271224,2,8,2,1,13,11666.666666666666,5,maison,0,0,0,0,0,0,0,45,1,2026,36.0,60.0,1.6666666666666667,350000.0,67.85718322776559,2.3139521568823516,1.048622632531899,0,0,hiver,0,False,False,True,False,False,False,2460493.0,1700000.0,82,12991.0,False,True,False,2100000.0,180.0,11666.666666666666,0
1210,1500000.0,150.0,3.0,2.0,2.0,arafat,2025-11-06,1676908.1967213114,14.220976332738882,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,10000.0,5,maison,1,0,0,1,0,1,0,128,11,2025,37.5,50.0,1.6666666666666667,250000.0,42.65630982748081,9.0145997574304,9.081850531109339,0,2,automne,0,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,False,False,False,1500000.0,150.0,10000.0,0
1113,800000.0,150.0,3.0,2.0,2.0,arafat,2025-10-27,1676908.1967213114,13.592368256649284,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,5333.333333333333,5,maison,1,0,0,1,0,1,0,138,10,2025,37.5,50.0,1.6666666666666667,133333.33333333334,42.65630982748081,9.0145997574304,9.081850531109339,0,2,automne,0,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,False,False,False,800000.0,150.0,5333.333333333333,0
1187,3700000.0,180.0,7.0,2.0,2.0,teyarett,2025-11-12,3330685.925925926,15.123843647884687,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,20555.555555555555,9,duplex,0,0,0,1,0,1,0,122,11,2025,22.5,60.0,3.0,370000.0,98.58047589774495,0.0,0.0,0,1,automne,0,False,True,False,False,False,False,3330686.0,2900000.0,270,16486.0,False,False,False,3700000.0,180.0,20555.555555555555,0
1011,1200000.0,150.0,3.0,2.0,2.0,arafat,2025-10-29,1676908.1967213114,13.997832948091215,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,8000.0,5,maison,1,0,0,1,0,1,0,136,10,2025,37.5,50.0,1.6666666666666667,200000.0,42.65630982748081,9.0145997574304,9.081850531109339,0,2,automne,0,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,False,False,False,1200000.0,150.0,8000.0,0
1049,400000.0,150.0,3.0,1.0,2.0,toujounine,2025-07-18,1571960.0,12.899222326086994,18.0724322,-15.9099003,6.798401097987022,5.760954844879263,11.48021623371264,6,5,4,1,16,2666.6666666666665,4,studio,0,0,0,1,0,1,0,239,7,2025,37.5,50.0,1.3333333333333333,80000.0,78.04711464840045,2.319378037422158,1.381666773494295,0,1,ete,0,False,False,False,True,False,False,1571960.0,1100000.0,115,8961.0,True,False,False,400000.0,150.0,2666.6666666666665,0
358,1500000.0,120.0,3.0,2.0,2.0,teyarett,2025-10-14,3330685.925925926,14.220976332738882,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,12500.0,5,maison,1,0,0,1,0,1,0,151,10,2025,30.0,40.0,1.6666666666666667,250000.0,98.58047589774495,0.0,0.0,0,2,automne,0,False,False,True,False,False,False,3330686.0,2900000.0,270,16486.0,False,False,False,1500000.0,120.0,12500.0,0
502,5300000.0,250.0,5.0,5.0,2.0,tevragh zeina,2025-05-15,8013969.43699732,15.483217567201578,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,21200.0,10,duplex,1,0,0,1,0,0,0,303,5,2025,41.666666666666664,83.33333333333333,3.3333333333333335,481818.1818181818,19.612613634380203,5.085791887369335,4.64018964365094,0,2,printemps,0,False,True,False,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,True,5300000.0,250.0,21200.0,0
370,33440000.000000056,200.0,4.0,1.0,2.0,dar naim,2026-02-03,2460492.68292683,17.325263376085083,18.1266327,-15.9174596,5.518093685011725,3.7921392805199456,12.297214781271224,2,8,2,1,13,167200.0000000003,5,maison,1,0,0,0,0,0,0,39,2,2026,40.0,66.66666666666667,1.6666666666666667,5573333.333333342,67.85718322776559,2.3139521568823516,1.048622632531899,0,1,hiver,0,False,False,True,False,False,False,2460493.0,1700000.0,82,12991.0,False,True,False,33440000.000000056,200.0,167200.0000000003,1
1207,6500000.0,600.0,8.0,3.0,2.0,tevragh zeina,2025-10-20,8013969.43699732,15.687312888712007,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,10833.333333333334,11,commercial,1,0,0,1,1,1,0,145,10,2025,66.66666666666667,200.0,3.6666666666666665,541666.6666666666,19.612613634380203,5.085791887369335,4.64018964365094,1,3,automne,0,True,False,False,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,False,6500000.0,600.0,10833.333333333334,0
369,1500000.0,300.0,3.0,1.0,1.0,tevragh zeina,2026-02-03,8013969.43699732,14.220976332738882,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,5000.0,4,terrain,1,0,0,0,0,0,0,39,2,2026,75.0,150.0,2.0,300000.0,19.612613634380203,5.085791887369335,4.64018964365094,0,1,hiver,0,False,False,False,False,True,False,8013969.0,6500000.0,373,23995.0,False,True,False,1500000.0,300.0,5000.0,0
711,5600000.0,200.0,7.0,1.0,2.0,tevragh zeina,2025-10-06,8013969.43699732,15.53827733427679,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,28000.0,8,maison,0,0,0,1,0,1,0,159,10,2025,25.0,66.66666666666667,2.6666666666666665,622222.2222222222,19.612613634380203,5.085791887369335,4.64018964365094,0,1,automne,0,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,False,5600000.0,200.0,28000.0,0
166,2300000.0,180.0,3.0,2.0,2.0,teyarett,2025-10-08,3330685.925925926,14.648420115681892,18.1591445,-15.9271893,7.200246788349669,5.984872496035576,13.691263479642489,0,0,0,0,0,12777.777777777776,5,maison,0,0,0,1,0,0,0,157,10,2025,45.0,60.0,1.6666666666666667,383333.3333333333,98.58047589774495,0.0,0.0,0,1,automne,0,False,False,True,False,False,False,3330686.0,2900000.0,270,16486.0,False,False,False,2300000.0,180.0,12777.777777777777,0
434,1200000.0,144.0,6.0,2.0,4.0,arafat,2026-01-30,1676908.1967213114,13.997832948091215,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,8333.333333333334,8,maison,0,0,0,0,0,0,0,43,1,2026,20.571428571428573,28.8,1.6,133333.33333333334,42.65630982748081,9.0145997574304,9.081850531109339,0,0,hiver,0,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,False,True,False,1200000.0,144.0,8333.333333333334,0
1162,1400000.0,150.0,7.0,2.0,2.0,arafat,2025-09-24,1676908.1967213114,14.151983508870948,18.0459512,-15.9632837,6.555869546570189,7.209088782152204,6.506583074063328,14,21,23,2,60,9333.333333333334,9,maison,1,0,0,1,0,1,0,171,9,2025,18.75,50.0,3.0,140000.0,42.65630982748081,9.0145997574304,9.081850531109339,0,2,ete,0,False,False,True,False,False,False,1676908.0,1300000.0,244,10319.0,True,False,False,1400000.0,150.0,9333.333333333334,0
1306,16500000.0,600.0,4.0,3.0,2.0,tevragh zeina,2025-10-29,8013969.43699732,16.61887099947687,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,27500.0,7,maison,0,0,0,0,0,0,0,136,10,2025,120.0,200.0,2.3333333333333335,2062500.0,19.612613634380203,5.085791887369335,4.64018964365094,1,0,automne,0,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,False,16500000.0,600.0,27500.0,1
816,8500000.0,600.0,0.0,0.0,0.0,tevragh zeina,2025-12-22,8013969.43699732,15.955576839107596,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,14166.666666666666,0,maison,0,0,0,0,0,0,0,82,12,2025,600.0,600.0,0.0,8500000.0,19.612613634380203,5.085791887369335,4.64018964365094,1,0,hiver,0,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,False,True,False,8500000.0,600.0,14166.666666666666,0
1335,9500000.0,300.0,8.0,4.0,2.0,tevragh zeina,2025-06-19,8013969.43699732,16.066802461833923,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,31666.666666666668,12,maison,1,0,0,1,0,0,0,268,6,2025,33.333333333333336,100.0,4.0,730769.2307692308,19.612613634380203,5.085791887369335,4.64018964365094,0,2,ete,0,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,True,False,False,9500000.0,300.0,31666.666666666668,0
1104,3600000.0,216.0,2.0,2.0,2.0,tevragh zeina,2025-10-21,8013969.43699732,15.096444681204078,18.1111443,-16.0038402,4.225776690673765,5.873823428650048,4.641185531091832,3,3,16,0,22,16666.666666666668,4,maison,1,0,0,0,0,1,1,144,10,2025,72.0,72.0,1.3333333333333333,720000.0,19.612613634380203,5.085791887369335,4.64018964365094,0,1,automne,0,False,False,True,False,False,False,8013969.0,6500000.0,373,23995.0,False,False,False,3600000.0,216.0,16666.666666666668,0
683,4200000.0,400.0,6.0,3.0,2.0,ksar,2025-04-18,3612504.347826087,15.250595321348806,18.1049033,-15.9644337,0.0035805905757335,1.7708127278455823,6.797640291921312,6,3,60,5,74,10500.0,9,maison,0,0,0,1,0,0,0,330,4,2025,57.142857142857146,133.33333333333334,3.0,420000.0,0.02433956676647977,714.4195605439661,10.728306619101412,0,1,printemps,0,False,False,True,False,False,False,3612504.0,2900000.0,46,14679.0,False,False,True,4200000.0,400.0,10500.0,0
